Player,GP,G,A,TP,PPG,PIM,POS,firstYear,lastYear,Awards,Cups,All-Star Games,HoF
Jaromir Jagr,1733,766,1155,1921,1.108,1167,1,1990,2018,9,2,10,0
Joe Thornton,1641,421,1090,1511,0.921,1250,1,1997,2021,2,0,6,0
Alexander Ovechkin,1156,707,576,1283,1.11,719,1,2005,2021,18,1,7,0
Sidney Crosby,989,465,803,1268,1.2819999999999998,677,1,2005,2021,11,3,4,0
Patrick Marleau,1728,562,627,1189,0.688,517,1,1997,2021,0,0,3,0
Yevgeni Malkin,912,417,661,1078,1.182,960,1,2006,2021,6,3,4,0
Henrik Sedin,1330,240,830,1070,0.805,680,1,2000,2018,2,0,3,0
Daniel Sedin,1306,393,648,1041,0.797,546,1,2000,2018,2,0,3,0
Patrick Kane,978,392,635,1027,1.05,380,1,2007,2021,5,3,9,0
Eric Staal,1245,437,586,1023,0.8220000000000001,818,1,2003,2021,0,1,6,0
Shane Doan,1540,402,570,972,0.631,1353,1,1995,2017,0,0,2,0
Ryan Getzlaf,1058,274,693,967,0.914,892,1,2005,2021,0,1,3,0
Henrik Zetterberg,1082,337,623,960,0.887,401,1,2002,2021,1,1,0,0
Anze Kopitar,1077,333,623,956,0.888,296,1,2006,2021,0,2,5,0
Jason Spezza,1129,341,601,942,0.8340000000000001,576,1,2002,2021,0,0,2,0
Nicklas Backstrom,961,246,686,932,0.97,462,1,2007,2021,0,1,1,0
Ilya Kovalchuk,926,443,433,876,0.946,544,1,2001,2020,1,0,3,0
Patrice Bergeron,1093,353,519,872,0.7979999999999999,424,1,2003,2021,0,1,2,0
Phil Kessel,1071,375,490,865,0.8079999999999999,320,1,2006,2021,0,2,3,0
Steven Stamkos,806,424,414,838,1.04,499,1,2008,2021,2,1,6,0
Claude Giroux,895,257,562,819,0.915,382,1,2007,2021,0,0,6,0
Marian Gaborik,1035,407,408,815,0.787,492,1,2000,2021,0,1,3,0
Jonathan Toews,943,345,470,815,0.8640000000000001,525,1,2007,2021,1,3,4,0
Rick Nash,1060,437,368,805,0.759,750,1,2002,2018,1,0,6,0
Corey Perry,1045,377,420,797,0.763,1180,1,2005,2021,2,1,4,0
Justin Williams,1264,320,477,797,0.631,766,1,2000,2020,1,3,1,0
Joe Pavelski,1031,371,425,796,0.772,400,1,2006,2021,0,0,3,0
Zach Parise,1020,387,406,793,0.777,380,1,2005,2021,0,0,1,0
Mike Ribeiro,1074,228,565,793,0.738,577,1,1999,2017,0,0,1,0
Thomas Vanek,1029,373,416,789,0.767,547,1,2005,2019,0,0,1,0
John Tavares,820,349,427,776,0.946,367,1,2009,2021,0,0,6,0
Blake Wheeler,935,266,499,765,0.818,615,1,2008,2021,0,0,2,0
Jeff Carter,1044,383,354,737,0.706,537,1,2005,2021,0,2,2,0
Matt Cullen,1516,266,465,731,0.482,592,1,1997,2019,0,3,0,0
Jason Pominville,1060,293,434,727,0.6859999999999999,199,1,2003,2019,0,0,1,0
Paul Stastny,949,250,476,726,0.765,438,1,2006,2021,0,0,1,0
Mikko Koivu,1028,205,504,709,0.69,592,1,2005,2021,0,0,0,0
Scott Hartnell,1249,327,380,707,0.5660000000000001,1809,1,2000,2018,0,0,1,0
Marc Savard,807,207,499,706,0.875,737,1,1997,2017,0,1,2,0
Jakub Voracek,920,208,493,701,0.762,467,1,2008,2021,0,0,1,0
Brent Burns,1118,211,486,697,0.623,691,2,2003,2021,1,0,6,0
David Krejci,915,207,482,689,0.753,327,1,2006,2021,0,1,0,0
Jamie Benn,815,300,388,688,0.8440000000000001,615,1,2009,2021,1,0,2,0
Zdeno Chara,1558,205,452,657,0.422,1958,2,1997,2021,1,1,6,0
Dustin Brown,1187,300,355,655,0.552,706,1,2003,2021,0,2,1,0
Brad Marchand,755,291,359,650,0.861,758,1,2009,2021,0,1,2,0
Michael Cammalleri,906,294,348,642,0.7090000000000001,425,1,2002,2018,0,0,0,0
Tyler Seguin,741,279,356,635,0.857,223,1,2010,2021,0,1,6,0
Radim Vrbata,1057,284,339,623,0.589,294,1,2001,2018,0,0,1,0
Alexander Steen,1018,245,377,622,0.611,454,1,2005,2021,0,1,0,0
Patrick Sharp,939,287,333,620,0.66,536,1,2002,2018,0,3,1,0
Chris Kunitz,1022,268,351,619,0.606,746,1,2003,2019,0,4,0,0
Duncan Keith,1143,101,513,614,0.537,631,2,2005,2021,3,3,4,0
Tomas Plekanec,1001,233,375,608,0.607,543,1,2003,2019,0,0,0,0
Erik Karlsson,741,135,470,605,0.816,354,2,2009,2021,2,0,6,0
Brian Gionta,1026,291,304,595,0.58,377,1,2001,2018,0,1,0,0
Loui Eriksson,968,250,343,593,0.613,192,1,2006,2021,0,0,1,0
Matt Duchene,797,245,346,591,0.742,192,1,2009,2021,0,0,2,0
Ryan Suter,1147,90,501,591,0.515,655,2,2005,2021,0,0,3,0
Mike Fisher,1104,278,311,589,0.534,815,1,1999,2018,0,0,0,0
Keith Yandle,978,100,476,576,0.589,566,2,2006,2021,0,0,3,0
Shea Weber,995,219,355,574,0.5770000000000001,687,2,2005,2021,0,0,7,0
Ryan Kesler,1001,258,315,573,0.5720000000000001,920,1,2003,2021,0,0,2,0
Ales Hemsky,845,174,398,572,0.677,353,1,2002,2018,0,0,0,0
Andrei Markov,990,119,453,572,0.578,505,2,2000,2017,0,0,2,0
T.J. Oshie,808,238,333,571,0.7070000000000001,410,1,2008,2021,0,1,1,0
Taylor Hall,632,219,350,569,0.9,350,1,2010,2021,1,0,2,0
Jussi Jokinen,951,191,372,563,0.5920000000000001,377,1,2005,2018,0,0,0,0
Ryan O'Reilly,808,195,366,561,0.6940000000000001,110,1,2009,2021,1,1,3,0
Bobby Ryan,837,258,301,559,0.6679999999999999,460,1,2007,2021,0,0,1,0
Max Pacioretty,768,283,275,558,0.727,421,1,2008,2021,0,0,1,0
David Backes,950,245,312,557,0.586,1144,1,2006,2021,0,0,1,0
David Perron,854,223,328,551,0.645,650,1,2007,2021,0,1,1,0
Logan Couture,720,258,292,550,0.764,191,1,2009,2021,0,0,1,0
Nikita Kucherov,515,221,326,547,1.062,261,1,2013,2021,3,1,3,0
James Neal,822,289,256,545,0.6629999999999999,570,1,2008,2021,0,0,3,0
Kris Letang,813,127,412,539,0.6629999999999999,584,2,2006,2021,0,3,6,0
Andrew Ladd,950,249,289,538,0.5660000000000001,568,1,2005,2020,0,2,0,0
Jordan Staal,962,225,312,537,0.5579999999999999,475,1,2006,2021,0,1,0,0
Travis Zajac,995,196,337,533,0.536,340,1,2006,2021,0,0,0,0
Dustin Byfuglien,869,177,348,525,0.604,1094,2,2005,2020,0,1,3,0
Milan Lucic,961,206,316,522,0.5429999999999999,1130,1,2007,2021,0,1,0,0
Jordan Eberle,728,227,294,521,0.716,172,1,2010,2021,0,0,1,0
Bryan Little,843,217,304,521,0.618,293,1,2007,2021,0,0,0,0
Antoine Vermette,1046,228,287,515,0.4920000000000001,622,1,2003,2018,0,1,0,0
Valtteri Filppula,1023,191,324,515,0.503,336,1,2005,2021,0,1,0,0
Kyle Okposo,800,196,310,506,0.633,443,1,2007,2021,0,0,1,0
Drew Doughty,923,118,386,504,0.546,637,2,2008,2021,1,2,5,0
Brian Campbell,1082,87,417,504,0.466,277,2,1999,2017,0,1,4,0
Nathan MacKinnon,530,192,310,502,0.947,197,1,2013,2021,1,0,4,0
Mike Green,880,150,351,501,0.569,592,2,2005,2020,0,0,2,0
Wayne Simmonds,915,251,248,499,0.545,1138,1,2008,2021,0,0,1,0
Dion Phaneuf,1048,137,357,494,0.471,1345,2,2005,2019,0,0,3,0
Derick Brassard,857,187,300,487,0.568,407,1,2007,2021,0,0,0,0
James van Riemsdyk,746,250,236,486,0.6509999999999999,307,1,2009,2021,0,0,0,0
Mark Giordano,896,135,350,485,0.541,745,2,2005,2021,1,0,3,0
Patric Hornqvist,772,241,243,484,0.627,395,1,2008,2021,0,2,0,0
John Carlson,762,106,376,482,0.633,260,2,2009,2021,0,1,2,0
Derek Stepan,743,168,313,481,0.647,188,1,2010,2021,0,0,0,0
Josh Bailey,869,154,323,477,0.5489999999999999,231,1,2008,2021,0,0,1,0
Connor McDavid,357,166,310,476,1.3330000000000002,124,1,2015,2021,5,0,4,0
Victor Hedman,765,105,371,476,0.622,560,2,2009,2021,2,1,2,0
Lee Stempniak,911,203,266,469,0.515,327,1,2005,2019,0,0,0,0
Frans Nielsen,900,166,303,469,0.521,166,1,2006,2021,0,0,1,0
Nick Foligno,913,198,270,468,0.513,744,1,2007,2021,0,0,1,0
Jeff Skinner,725,258,208,466,0.643,324,1,2010,2021,1,0,2,0
Gabriel Landeskog,638,201,264,465,0.7290000000000001,491,1,2011,2021,1,0,1,0
Brent Seabrook,1114,103,361,464,0.417,661,2,2005,2021,0,3,1,0
Evander Kane,718,243,218,461,0.642,960,1,2009,2021,0,0,0,0
Sam Gagner,848,164,295,459,0.541,385,1,2007,2021,0,0,0,0
Alex Pietrangelo,763,110,343,453,0.594,241,2,2008,2021,0,1,2,0
Mark Scheifele,523,182,267,449,0.8590000000000001,225,1,2011,2021,0,0,2,0
Johnny Gaudreau,467,153,296,449,0.961,100,1,2013,2021,0,0,5,0
Ryan Nugent-Hopkins,610,171,277,448,0.7340000000000001,201,1,2011,2021,0,0,1,0
Milan Michalek,747,208,238,446,0.597,394,1,2003,2017,0,0,1,0
Ryan Johansen,664,144,299,443,0.667,409,1,2011,2021,0,0,1,0
Jonathan Huberdeau,538,149,292,441,0.82,253,1,2012,2021,1,0,1,0
Brandon Dubinsky,823,153,285,438,0.532,905,1,2006,2021,0,0,0,0
Tyler Bozak,737,162,272,434,0.589,212,1,2009,2021,0,1,0,0
Mark Streit,786,96,338,434,0.552,374,2,2005,2018,0,1,1,0
Brayden Schenn,662,181,251,432,0.653,357,1,2009,2021,0,1,1,0
Niklas Kronwall,953,83,349,432,0.453,564,2,2003,2019,0,1,0,0
Leon Draisaitl,428,170,259,429,1.002,144,1,2014,2021,3,0,2,0
Vladimir Tarasenko,507,214,214,428,0.8440000000000001,145,1,2012,2021,0,1,3,0
Drew Stafford,841,196,232,428,0.509,415,1,2006,2019,0,0,0,0
Jiri Hudler,708,164,264,428,0.605,243,1,2003,2017,0,1,0,0
P.K. Subban,717,105,322,427,0.596,801,2,2009,2021,1,0,3,0
Jay Bouwmeester,1240,88,336,424,0.342,635,2,2002,2020,0,1,2,0
Nathan Horton,627,203,218,421,0.6709999999999999,567,1,2003,2020,0,1,0,0
Joffrey Lupul,701,205,215,420,0.599,407,1,2003,2018,0,0,1,0
Artemi Panarin,395,150,270,420,1.063,122,1,2015,2021,1,0,0,0
Sean Monahan,544,195,220,415,0.763,119,1,2013,2021,0,0,0,0
Jason Chimera,1107,186,229,415,0.375,892,1,2000,2018,0,0,0,0
Kyle Turris,732,165,250,415,0.5670000000000001,331,1,2007,2021,0,0,0,0
Roman Josi,636,109,305,414,0.6509999999999999,234,2,2011,2021,1,0,3,0
Matt Stajan,1003,146,267,413,0.412,526,1,2002,2018,0,0,0,0
Aleksander Barkov,481,155,255,410,0.852,86,1,2013,2021,0,0,1,0
Alexandre Burrows,913,205,204,409,0.448,1134,1,2005,2018,0,0,0,0
Pascal Dupuis,871,190,219,409,0.47,387,1,2000,2017,0,2,0,0
Alex Goligoski,873,80,328,408,0.467,296,2,2007,2021,0,1,0,0
Sean Couturier,649,156,247,403,0.621,255,1,2011,2021,0,0,0,0
Alexander Edler,878,99,302,401,0.457,611,2,2006,2021,0,0,1,0
Andrew Cogliano,1013,165,234,399,0.394,345,1,2007,2021,0,0,0,0
Nazem Kadri,617,181,214,395,0.64,492,1,2009,2021,0,0,0,0
Mark Stone,454,151,242,393,0.866,149,1,2011,2021,0,0,0,0
Mats Zuccarello,576,129,263,392,0.6809999999999999,233,1,2010,2021,0,0,0,0
Yevgeni Kuznetsov,483,121,271,392,0.812,250,1,2013,2021,0,1,1,0
Dennis Wideman,815,99,288,387,0.475,503,2,2005,2017,0,0,1,0
Ryan Callahan,757,186,200,386,0.51,428,1,2006,2020,0,0,0,0
Mika Zibanejad,552,177,209,386,0.6990000000000001,159,1,2011,2021,0,0,0,0
Michael Frolik,850,159,225,384,0.452,317,1,2008,2021,0,1,0,0
Kevin Shattenkirk,684,83,301,384,0.561,412,2,2010,2021,0,1,1,0
Adam Henrique,670,187,192,379,0.5660000000000001,204,1,2010,2021,0,0,0,0
David Pastrnak,390,180,199,379,0.972,171,1,2014,2021,1,0,2,0
Johan Franzen,602,187,183,370,0.615,401,1,2005,2020,0,1,0,0
John-Michael Liles,836,87,283,370,0.443,286,2,2003,2017,0,0,0,0
Cam Atkinson,576,198,171,369,0.6409999999999999,142,1,2011,2021,0,0,2,0
Matt Moulson,650,176,193,369,0.568,122,1,2007,2018,0,0,0,0
Artyom Anisimov,754,178,189,367,0.487,214,1,2008,2021,0,0,0,0
Mikael Backlund,693,146,221,367,0.53,337,1,2008,2021,0,0,0,0
Oliver Ekman Larsson,725,125,242,367,0.506,452,2,2010,2021,0,0,2,0
Jaden Schwartz,524,146,220,366,0.698,135,1,2011,2021,0,1,0,0
Marcus Johansson,653,130,235,365,0.5589999999999999,108,1,2010,2021,0,0,0,0
Troy Brouwer,851,182,181,363,0.4270000000000001,595,1,2006,2020,0,1,0,0
Mike Hoffman,496,173,187,360,0.726,177,1,2011,2021,0,0,0,0
Kris Versteeg,643,149,209,358,0.557,374,1,2007,2018,0,2,0,0
Reilly Smith,582,146,211,357,0.613,150,1,2011,2021,0,0,0,0
Filip Forsberg,462,169,187,356,0.7709999999999999,204,1,2012,2021,0,0,1,0
Matt Niskanen,949,72,284,356,0.375,489,2,2007,2020,0,1,0,0
Dan Hamhuis,1148,59,297,356,0.31,684,2,2003,2020,0,0,0,0
Tomas Tatar,580,169,183,352,0.607,218,1,2010,2021,0,0,0,0
Mikael Granlund,541,111,241,352,0.6509999999999999,150,1,2012,2021,0,0,0,0
Brandon Saad,593,170,178,348,0.5870000000000001,112,1,2011,2021,0,2,1,0
Gustav Nyquist,570,146,202,348,0.611,144,1,2011,2021,0,0,0,0
Tyson Barrie,560,80,268,348,0.621,179,2,2011,2021,0,0,0,0
Jack Eichel,359,137,206,343,0.955,136,1,2015,2021,0,0,3,0
Kyle Palmieri,565,175,165,340,0.602,290,1,2010,2021,0,0,1,0
Tyler Johnson,536,153,187,340,0.634,170,1,2012,2021,0,1,0,0
Torey Krug,527,67,271,338,0.6409999999999999,222,2,2011,2021,0,0,0,0
Brendan Gallagher,552,174,163,337,0.611,314,1,2012,2021,0,0,0,0
Alexander Radulov,443,138,199,337,0.7609999999999999,308,1,2006,2021,0,0,0,0
Martin Hanzal,673,126,211,337,0.501,574,1,2007,2020,0,0,0,0
Brooks Laich,776,134,198,332,0.428,307,1,2003,2018,0,0,0,0
Craig Smith,664,162,169,331,0.498,266,1,2011,2021,0,0,0,0
Ondrej Palat,499,112,219,331,0.6629999999999999,153,1,2012,2021,0,1,0,0
Mikkel Bodker,709,118,209,327,0.461,116,1,2008,2020,0,0,0,0
Patrik Berglund,717,170,156,326,0.455,248,1,2008,2019,0,0,0,0
Marc-Edouard Vlasic,1040,72,254,326,0.313,404,2,2006,2021,0,0,0,0
Mathieu Perreault,631,130,194,324,0.513,304,1,2009,2021,0,0,0,0
Elias Lindholm,528,122,202,324,0.614,120,1,2013,2021,0,0,0,0
Chris Stewart,668,160,162,322,0.482,750,1,2008,2020,0,0,0,0
Alex Galchenyuk,551,136,185,321,0.583,205,1,2012,2021,0,0,0,0
Paul Martin,870,50,270,320,0.368,238,2,2003,2018,0,0,0,0
Blake Comeau,852,136,183,319,0.374,532,1,2006,2021,0,0,0,0
Chris Kreider,527,158,159,317,0.602,445,1,2011,2021,0,0,1,0
Rene Bourque,725,163,153,316,0.436,584,1,2005,2017,0,0,0,0
J.T. Miller,507,122,192,314,0.619,233,1,2012,2021,0,0,0,0
Tyler Ennis,616,133,180,313,0.508,202,1,2009,2021,0,0,0,0
Alex Killorn,588,132,181,313,0.532,337,1,2012,2021,0,1,0,0
Ron Hainsey,1132,59,252,311,0.275,443,2,2002,2020,0,1,0,0
Ryane Clowe,491,112,197,309,0.629,618,1,2005,2018,0,0,0,0
Trevor Daley,1058,89,220,309,0.292,648,2,2003,2020,0,2,0,0
Michal Rozsival,963,68,241,309,0.321,704,2,1999,2018,0,2,0,0
Nick Leddy,724,63,245,308,0.425,137,2,2010,2021,0,1,0,0
Tobias Enstrom,719,54,254,308,0.428,422,2,2007,2018,0,0,0,0
Tyler Toffoli,530,150,157,307,0.579,150,1,2012,2021,0,1,0,0
Teddy Purcell,571,101,206,307,0.5379999999999999,102,1,2007,2017,0,0,0,0
Clarke MacArthur,552,133,172,305,0.5529999999999999,343,1,2006,2020,0,0,0,0
Anders Lee,497,174,130,304,0.612,307,1,2012,2021,0,0,0,0
Joel Ward,726,133,171,304,0.419,261,1,2006,2018,0,0,0,0
Erik Johnson,777,80,223,303,0.39,476,2,2007,2021,0,0,0,0
Jack Johnson,941,70,232,302,0.321,523,2,2006,2021,0,0,0,0
Cam Fowler,684,68,234,302,0.442,185,2,2010,2021,0,0,1,0
Dougie Hamilton,555,96,205,301,0.542,360,2,2012,2021,0,0,0,0
Ryan McDonagh,665,63,238,301,0.453,274,2,2010,2021,0,1,2,0
Mitchell Marner,306,87,212,299,0.977,108,1,2016,2021,0,0,1,0
Brock Nelson,552,152,145,297,0.5379999999999999,207,1,2012,2021,0,0,0,0
Lars Eller,759,133,163,296,0.39,462,1,2009,2021,0,1,0,0
Kyle Brodziak,917,129,167,296,0.32299999999999995,462,1,2005,2020,0,0,0,0
Mikhail Grabovski,534,125,171,296,0.5539999999999999,312,1,2006,2018,0,0,0,0
Pierre-Alexandre Parenteau,491,114,182,296,0.603,342,1,2006,2017,0,0,0,0
John Klingberg,426,58,236,294,0.69,156,2,2014,2021,0,0,1,0
Nino Niederreiter,604,139,153,292,0.483,291,1,2010,2021,0,0,0,0
Jakob Silfverberg,563,138,154,292,0.519,164,1,2011,2021,0,0,0,0
Chris Kelly,845,123,168,291,0.344,417,1,2003,2018,0,1,0,0
Teuvo Teravainen,431,91,200,291,0.675,72,1,2013,2021,0,1,0,0
Auston Matthews,287,160,130,290,1.01,46,1,2016,2021,1,0,3,0
Tyler Myers,709,81,209,290,0.409,535,2,2009,2021,1,0,0,0
Steve Ott,848,109,179,288,0.34,1555,1,2002,2017,0,0,0,0
Francois Beauchemin,903,76,212,288,0.319,501,2,2002,2018,0,1,0,0
Vincent Trocheck,430,114,173,287,0.667,276,1,2013,2021,0,0,1,0
Tomas Hertl,458,135,151,286,0.624,137,1,2013,2021,0,0,1,0
Colin Wilson,632,113,173,286,0.453,138,1,2009,2020,0,0,0,0
Charlie Coyle,574,110,176,286,0.498,211,1,2012,2021,0,0,0,0
Scottie Upshall,759,138,147,285,0.375,615,1,2002,2018,0,0,0,0
Rickard Rakell,452,129,155,284,0.628,96,1,2012,2021,0,0,1,0
Nick Bonino,631,123,160,283,0.448,173,1,2009,2021,0,2,0,0
Matt Carle,730,45,238,283,0.388,251,2,2005,2017,0,0,0,0
Bo Horvat,452,125,157,282,0.624,125,1,2014,2021,0,0,1,0
Dominic Moore,897,106,176,282,0.314,487,1,2003,2018,0,0,0,0
David Desharnais,524,87,195,282,0.5379999999999999,160,1,2009,2018,0,0,0,0
Carl Soderberg,552,103,177,280,0.507,192,1,2012,2021,0,0,0,0
Jared Spurgeon,658,82,198,280,0.426,114,2,2010,2021,0,0,0,0
Brandon Sutter,733,144,134,278,0.379,147,1,2008,2021,0,0,0,0
Kevin Bieksa,808,63,215,278,0.344,1124,2,2005,2018,0,0,0,0
Kevin Hayes,455,117,160,277,0.609,134,1,2014,2021,0,0,0,0
Michael Grabner,640,175,101,276,0.431,110,1,2009,2020,0,0,0,0
Justin Faulk,632,92,184,276,0.4370000000000001,299,2,2011,2021,0,0,3,0
Nikolai Kulyomin,669,121,153,274,0.41,173,1,2008,2018,0,0,0,0
Dylan Larkin,394,110,161,271,0.688,253,1,2015,2021,0,0,1,0
Morgan Rielly,523,55,216,271,0.518,129,2,2013,2021,0,0,0,0
Jake Gardiner,622,49,222,271,0.436,215,2,2011,2021,0,0,0,0
T.J. Brodie,640,48,221,269,0.42,194,2,2010,2021,0,0,0,0
Sebastian Aho,313,122,144,266,0.85,102,1,2016,2021,0,0,1,0
Brayden Point,298,118,148,266,0.893,79,1,2016,2021,0,1,1,0
Carl Hagelin,609,101,165,266,0.4370000000000001,254,1,2011,2021,0,2,0,0
Dan Girardi,927,56,208,264,0.285,315,2,2006,2019,0,0,1,0
Fyodor Tyutin,872,55,209,264,0.303,548,2,2003,2017,0,0,0,0
Benoit Pouliot,625,130,133,263,0.421,371,1,2006,2018,0,0,0,0
Anton Stralman,820,52,210,262,0.32,267,2,2007,2021,0,0,0,0
Devin Setoguchi,516,131,130,261,0.506,177,1,2007,2017,0,0,0,0
Nikolaj Ehlers,373,117,144,261,0.7,130,1,2015,2021,0,0,0,0
Vernon Fiddler,877,104,157,261,0.298,558,1,2002,2017,0,0,0,0
Jeff Petry,685,71,189,260,0.38,269,2,2010,2021,0,0,0,0
Sam Reinhart,405,111,147,258,0.637,80,1,2014,2021,0,0,0,0
Seth Jones,529,60,198,258,0.488,168,2,2013,2021,0,0,3,0
Stephane Robidas,937,57,201,258,0.275,713,2,1999,2017,0,0,1,0
Jason Zucker,476,138,118,256,0.5379999999999999,177,1,2011,2021,0,0,0,0
Jannik Hansen,626,109,147,256,0.409,282,1,2006,2018,0,0,0,0
Mikko Rantanen,286,103,153,256,0.895,126,1,2015,2021,0,0,1,0
Jonathan Marchessault,354,113,142,255,0.72,183,1,2012,2021,0,0,0,0
Ryan Strome,495,95,159,254,0.513,268,1,2013,2021,0,0,0,0
Max Domi,380,81,172,253,0.6659999999999999,302,1,2015,2021,0,0,0,0
Ryan Ellis,531,70,183,253,0.476,179,2,2011,2021,0,0,0,0
Jake Muzzin,585,62,191,253,0.4320000000000001,356,2,2010,2021,0,1,0,0
Justin Abdelkader,739,106,146,252,0.341,608,1,2007,2020,0,0,0,0
Mason Raymond,546,115,136,251,0.46,156,1,2007,2017,0,0,0,0
Daniel Winnik,798,82,169,251,0.315,367,1,2007,2018,0,0,0,0
Dennis Seidenberg,859,44,207,251,0.292,359,2,2002,2019,0,1,0,0
Patrik Laine,306,140,110,250,0.8170000000000001,118,1,2016,2021,0,0,1,0
Chris Neil,1026,112,138,250,0.244,2522,1,2001,2017,0,0,0,0
Andy Greene,937,49,200,249,0.266,261,2,2006,2021,0,0,0,0
Andrew Shaw,535,115,130,245,0.458,569,1,2011,2021,0,2,0,0
Brad Richardson,812,107,137,244,0.3,406,1,2005,2021,0,1,0,0
Jay McClement,906,90,154,244,0.269,325,1,2005,2017,0,0,0,0
Andrej Sekera,765,47,197,244,0.319,194,2,2006,2021,0,0,0,0
Darren Helm,698,109,134,243,0.348,228,1,2007,2021,0,1,0,0
Patrick Eaves,633,132,110,242,0.382,210,1,2005,2020,0,0,0,0
Michael Del Zotto,662,56,183,239,0.361,272,2,2009,2021,0,0,0,0
Matthew Tkachuk,296,96,142,238,0.804,304,1,2016,2021,0,0,1,0
Cal Clutterbuck,828,120,117,237,0.28600000000000003,616,1,2007,2021,0,0,0,0
Cody Eakin,591,103,134,237,0.401,242,1,2011,2021,0,0,0,0
David Booth,530,124,112,236,0.445,216,1,2006,2018,0,0,0,0
Kris Russell,849,46,190,236,0.278,259,2,2007,2021,0,0,0,0
Braydon Coburn,968,49,184,233,0.241,708,2,2005,2021,0,1,0,0
William Karlsson,415,101,131,232,0.5589999999999999,62,1,2014,2021,0,0,0,0
Brian Boyle,805,130,101,231,0.287,588,1,2007,2020,0,0,1,0
Steve Bernier,637,105,125,230,0.361,300,1,2005,2018,0,0,0,0
Pat Maroon,516,97,132,229,0.444,586,1,2011,2021,0,2,0,0
William Nylander,313,88,140,228,0.728,76,1,2015,2021,0,0,0,0
Rasmus Ristolainen,498,43,185,228,0.458,259,2,2013,2021,0,0,0,0
Boone Jenner,494,115,111,226,0.457,303,1,2013,2021,0,0,0,0
Andrew Ference,907,43,182,225,0.248,753,2,1999,2017,0,1,0,0
Tom Gilbert,655,45,178,223,0.34,198,2,2006,2017,0,0,0,0
Eric Fehr,652,113,108,221,0.339,217,1,2005,2019,0,1,0,0
Jamie McGinn,617,117,103,220,0.35700000000000004,267,1,2008,2019,0,0,0,0
Viktor Arvidsson,339,118,99,217,0.64,151,1,2014,2021,0,0,0,0
Tanner Pearson,463,108,109,217,0.469,134,1,2012,2021,0,1,0,0
Aaron Ekblad,460,72,142,214,0.465,275,2,2014,2021,1,0,2,0
Justin Schultz,487,50,164,214,0.439,110,2,2012,2021,0,2,0,0
Jonathan Drouin,354,67,146,213,0.602,128,1,2014,2021,0,0,0,0
Cody Franson,550,43,169,212,0.385,202,2,2009,2018,0,0,0,0
Mathew Barzal,238,61,150,211,0.887,134,1,2016,2021,1,0,2,0
Mark Letestu,567,93,117,210,0.37,90,1,2009,2020,0,0,0,0
Jason Demers,663,45,165,210,0.317,391,2,2009,2021,0,0,0,0
Alec Martinez,612,64,145,209,0.342,193,2,2009,2021,0,2,0,0
Kyle Connor,253,108,100,208,0.8220000000000001,74,1,2016,2021,0,0,0,0
Nick Bjugstad,444,97,111,208,0.468,202,1,2012,2021,0,0,0,0
Dave Bolland,433,85,123,208,0.48,299,1,2006,2019,0,2,0,0
Johnny Boychuk,725,54,152,206,0.284,331,2,2007,2021,0,1,0,0
Jacob Trouba,482,49,157,206,0.4270000000000001,360,2,2013,2021,0,0,0,0
Jake Guentzel,248,99,105,204,0.823,98,1,2016,2021,0,1,0,0
Zack Smith,662,98,106,204,0.308,722,1,2008,2021,0,0,0,0
Yevgeni Dadonov,284,91,112,203,0.715,42,1,2009,2021,0,0,0,0
Alexander Wennberg,417,40,162,202,0.484,85,1,2014,2021,0,0,0,0
Matt Calvert,553,95,106,201,0.363,370,1,2010,2021,0,0,0,0
Lauri Korpikoski,609,86,115,201,0.33,132,1,2007,2017,0,0,0,0
David Clarkson,570,114,86,200,0.35100000000000003,992,1,2006,2020,0,0,0,0
Shayne Gostisbehere,340,51,148,199,0.585,123,2,2014,2021,0,0,0,0
Mattias Ekholm,542,45,152,197,0.363,265,2,2011,2021,0,0,0,0
Zach Bogosian,650,53,143,196,0.302,575,2,2008,2021,0,1,0,0
Hampus Lindholm,508,51,144,195,0.384,260,2,2013,2021,0,0,0,0
Tom Wilson,527,81,113,194,0.368,1029,1,2012,2021,0,1,0,0
Sami Vatanen,434,45,149,194,0.447,192,2,2012,2021,0,0,0,0
Brooks Orpik,1035,18,176,194,0.187,972,2,2002,2019,0,2,0,0
Andre Burakovsky,388,84,109,193,0.4970000000000001,99,1,2014,2021,0,1,0,0
Travis Konecny,304,88,104,192,0.632,163,1,2016,2021,0,0,1,0
Chris Tierney,440,64,128,192,0.436,90,1,2014,2021,0,0,0,0
Johnny Oduya,850,41,149,190,0.224,372,2,2006,2018,0,2,0,0
Travis Hamonic,642,37,153,190,0.29600000000000004,595,2,2010,2021,0,0,0,0
Vladislav Namestnikov,430,83,106,189,0.44,227,1,2013,2021,0,0,0,0
Marc Staal,897,43,146,189,0.211,434,2,2007,2021,0,0,1,0
Brett Connolly,498,98,90,188,0.378,222,1,2011,2021,0,1,0,0
Matt Read,449,88,100,188,0.419,83,1,2011,2019,0,0,0,0
Paul Byron,453,89,98,187,0.413,125,1,2010,2021,0,0,0,0
Alex Chiasson,524,92,94,186,0.355,296,1,2012,2021,0,1,0,0
Jean-Gabriel Pageau,439,90,96,186,0.424,172,1,2012,2021,0,0,0,0
Antoine Roussel,525,80,106,186,0.354,981,1,2012,2021,0,0,0,0
