Player,GP,G,A,TP,PPG,PIM,POS,firstYear,lastYear,Awards,Cups,All-Star Games,HoF,shap_GP,shap_G,shap_A,shap_TP,shap_PPG,shap_PIM,shap_POS,shap_Awards,shap_Cups,shap_All-Star Games,BaseValue,FinalValue,HoF_Probability
Alain Nasreddine,74,1,4,5,0.068,84,2,1998,2008,0,0,0,0,2.0667858,-0.5203916,-1.3772327,-0.9805498,-2.6202304,-1.0495636,1.3515241,-0.32531726,-0.9618773,-1.0546942,-4.187,-11.725332462310792,8.08628979216977e-06
Chris Pryor,82,1,4,5,0.061,122,2,1984,1990,0,0,0,0,2.0667858,-0.5203916,-1.3772327,-0.9805498,-2.6202304,-1.0495636,1.3515241,-0.32531726,-0.9618773,-1.0546942,-4.187,-11.725332462310792,8.08628979216977e-06
John Zeiler,90,1,4,5,0.055999999999999994,87,1,2006,2011,0,0,0,0,2.0667858,-0.698423,-1.1705326,-0.8677193,-2.6066692,-1.0569928,-0.6203059,-0.32531726,-1.06558,-1.0407517,-4.187,-13.639291488647462,1.1926978913270173e-06
Serge Lajeunesse,103,1,4,5,0.049,103,2,1970,1975,0,0,0,0,2.0667858,-0.5203916,-1.3772327,-0.9805498,-2.6202304,-1.0495636,1.3515241,-0.32531726,-0.9618773,-1.0546942,-4.187,-11.725332462310792,8.08628979216977e-06
Ron Shudra,10,0,5,5,0.5,6,2,1987,1988,0,0,0,0,2.1908996,-0.338178,-1.3280768,-0.910331,-2.0703537,-1.0495636,1.3515241,-0.32531726,-1.0010442,-1.0546942,-4.187,-10.913034164428712,1.8218875544805548e-05
Petri Kontiola,12,0,5,5,0.41700000000000004,6,1,2007,2008,0,0,0,0,2.1908996,-0.55657613,-1.1213766,-0.8112546,-0.9576,-1.0569928,-0.6203059,-0.32531726,-1.1047469,-1.0407517,-4.187,-11.781922065734864,7.641400140111622e-06
Milan Chalupa,14,0,5,5,0.35700000000000004,6,2,1984,1985,0,0,0,0,2.1908996,-0.4472322,-1.3772327,-0.9805498,-1.6692523,-1.0495636,1.3515241,-0.32531726,-0.9618773,-1.0546942,-4.187,-10.70119496536255,2.251750653381175e-05
Joe Hicketts,22,0,5,5,0.22699999999999998,4,2,2017,2020,0,0,0,0,2.0667858,-0.5203916,-1.3772327,-0.9805498,-2.6202304,-1.0495636,1.3515241,-0.32531726,-0.9618773,-1.0546942,-4.187,-11.725332462310792,8.08628979216977e-06
Joe Kowal,22,0,5,5,0.22699999999999998,13,1,1976,1978,0,0,0,0,2.0667858,-0.698423,-1.1705326,-0.8677193,-2.6066692,-1.0569928,-0.6203059,-0.32531726,-1.06558,-1.0407517,-4.187,-13.639291488647462,1.1926978913270173e-06
Dick Lamby,22,0,5,5,0.22699999999999998,22,2,1978,1981,0,0,0,0,2.0667858,-0.5203916,-1.3772327,-0.9805498,-2.6202304,-1.0495636,1.3515241,-0.32531726,-0.9618773,-1.0546942,-4.187,-11.725332462310792,8.08628979216977e-06
Milan Tichy,23,0,5,5,0.217,40,2,1992,1996,0,0,0,0,2.0667858,-0.5203916,-1.3772327,-0.9805498,-2.6202304,-1.0495636,1.3515241,-0.32531726,-0.9618773,-1.0546942,-4.187,-11.725332462310792,8.08628979216977e-06
Randy Skarda,26,0,5,5,0.192,11,2,1989,1992,0,0,0,0,2.0667858,-0.5203916,-1.3772327,-0.9805498,-2.6202304,-1.0495636,1.3515241,-0.32531726,-0.9618773,-1.0546942,-4.187,-11.725332462310792,8.08628979216977e-06
Tyler Wotherspoon,30,0,5,5,0.16699999999999998,4,2,2013,2017,0,0,0,0,2.0667858,-0.5203916,-1.3772327,-0.9805498,-2.6202304,-1.0495636,1.3515241,-0.32531726,-0.9618773,-1.0546942,-4.187,-11.725332462310792,8.08628979216977e-06
Craig Mills,31,0,5,5,0.161,36,1,1995,1999,0,0,0,0,2.0667858,-0.698423,-1.1705326,-0.8677193,-2.6066692,-1.0569928,-0.6203059,-0.32531726,-1.06558,-1.0407517,-4.187,-13.639291488647462,1.1926978913270173e-06
Alex Singbush,32,0,5,5,0.156,15,2,1940,1941,0,0,0,0,2.0667858,-0.5203916,-1.3772327,-0.9805498,-2.6202304,-1.0495636,1.3515241,-0.32531726,-0.9618773,-1.0546942,-4.187,-11.725332462310792,8.08628979216977e-06
Anders Myrvold,33,0,5,5,0.152,12,2,1995,2004,0,0,0,0,2.0667858,-0.5203916,-1.3772327,-0.9805498,-2.6202304,-1.0495636,1.3515241,-0.32531726,-0.9618773,-1.0546942,-4.187,-11.725332462310792,8.08628979216977e-06
Phil Von Stefenelli,33,0,5,5,0.152,23,2,1995,1997,0,0,0,0,2.0667858,-0.5203916,-1.3772327,-0.9805498,-2.6202304,-1.0495636,1.3515241,-0.32531726,-0.9618773,-1.0546942,-4.187,-11.725332462310792,8.08628979216977e-06
Matt Block,35,0,5,5,0.14300000000000002,97,2,1988,1993,0,0,0,0,2.0667858,-0.5203916,-1.3772327,-0.9805498,-2.6202304,-1.0495636,1.3515241,-0.32531726,-0.9618773,-1.0546942,-4.187,-11.725332462310792,8.08628979216977e-06
Riley Stillman,36,0,5,5,0.139,18,2,2018,2021,0,0,0,0,2.0667858,-0.5203916,-1.3772327,-0.9805498,-2.6202304,-1.0495636,1.3515241,-0.32531726,-0.9618773,-1.0546942,-4.187,-11.725332462310792,8.08628979216977e-06
Michael McLeod,37,0,5,5,0.135,19,1,2018,2021,0,0,0,0,2.0667858,-0.698423,-1.1705326,-0.8677193,-2.6066692,-1.0569928,-0.6203059,-0.32531726,-1.06558,-1.0407517,-4.187,-13.639291488647462,1.1926978913270173e-06
Jordan Schmaltz,42,0,5,5,0.11900000000000001,12,2,2016,2019,0,0,0,0,2.0667858,-0.5203916,-1.3772327,-0.9805498,-2.6202304,-1.0495636,1.3515241,-0.32531726,-0.9618773,-1.0546942,-4.187,-11.725332462310792,8.08628979216977e-06
Ralph MacSweyn,47,0,5,5,0.106,10,2,1967,1972,0,0,0,0,2.0667858,-0.5203916,-1.3772327,-0.9805498,-2.6202304,-1.0495636,1.3515241,-0.32531726,-0.9618773,-1.0546942,-4.187,-11.725332462310792,8.08628979216977e-06
Patrick Russell,51,0,5,5,0.098,14,1,2018,2021,0,0,0,0,2.0667858,-0.698423,-1.1705326,-0.8677193,-2.6066692,-1.0569928,-0.6203059,-0.32531726,-1.06558,-1.0407517,-4.187,-13.639291488647462,1.1926978913270173e-06
Ian Herbers,65,0,5,5,0.077,79,2,1993,2000,0,0,0,0,2.0667858,-0.5203916,-1.3772327,-0.9805498,-2.6202304,-1.0495636,1.3515241,-0.32531726,-0.9618773,-1.0546942,-4.187,-11.725332462310792,8.08628979216977e-06
Anton Lindholm,66,0,5,5,0.076,16,2,2016,2020,0,0,0,0,2.0667858,-0.5203916,-1.3772327,-0.9805498,-2.6202304,-1.0495636,1.3515241,-0.32531726,-0.9618773,-1.0546942,-4.187,-11.725332462310792,8.08628979216977e-06
Gordie Dwyer,108,0,5,5,0.046,394,1,1999,2004,0,0,0,0,2.0788836,-0.698423,-1.1705326,-0.96137655,-2.6208212,-0.3531545,-0.6203059,-0.32531726,-1.1063981,-1.0407517,-4.187,-13.084081375122071,2.078044079250639e-06
Dan McCarthy,5,4,0,4,0.8,4,1,1980,1981,0,0,0,0,2.4341612,-0.1718021,-1.1994209,-0.830888,0.0046008974,-1.1250497,-0.6576889,-0.28963754,-0.9369421,-0.94863844,-4.187,-10.342466556549073,3.223367673065241e-05
Nathan Bastian,11,4,0,4,0.364,12,1,2018,2021,0,0,0,0,2.1908996,-0.6252636,-1.1705326,-0.8677193,-1.6556908,-1.0569928,-0.6203059,-0.32531726,-1.06558,-1.0407517,-4.187,-12.61515399169922,3.321289944507791e-06
Jeff Madill,14,4,0,4,0.28600000000000003,46,1,1990,1991,0,0,0,0,2.0667858,-0.698423,-1.1705326,-0.8677193,-2.6066692,-1.0569928,-0.6203059,-0.32531726,-1.06558,-1.0407517,-4.187,-13.639291488647462,1.1926978913270173e-06
Ron Hoover,18,4,0,4,0.222,31,1,1989,1992,0,0,0,0,2.0667858,-0.698423,-1.1705326,-0.8677193,-2.6066692,-1.0569928,-0.6203059,-0.32531726,-1.06558,-1.0407517,-4.187,-13.639291488647462,1.1926978913270173e-06
Jack Keating,20,4,0,4,0.2,4,1,1938,1940,0,0,0,0,2.0667858,-0.698423,-1.1705326,-0.8677193,-2.6066692,-1.0569928,-0.6203059,-0.32531726,-1.06558,-1.0407517,-4.187,-13.639291488647462,1.1926978913270173e-06
Dave Hynes,22,4,0,4,0.182,2,1,1973,1975,0,0,0,0,2.0667858,-0.698423,-1.1705326,-0.8677193,-2.6066692,-1.0569928,-0.6203059,-0.32531726,-1.06558,-1.0407517,-4.187,-13.639291488647462,1.1926978913270173e-06
Jesper Boqvist,39,4,0,4,0.10300000000000001,10,1,2019,2021,0,0,0,0,2.0667858,-0.698423,-1.1705326,-0.8677193,-2.6066692,-1.0569928,-0.6203059,-0.32531726,-1.06558,-1.0407517,-4.187,-13.639291488647462,1.1926978913270173e-06
Jim Cain,61,4,0,4,0.066,35,2,1924,1926,0,0,0,0,2.0667858,-0.5203916,-1.3772327,-0.9805498,-2.6202304,-1.0495636,1.3515241,-0.32531726,-0.9618773,-1.0546942,-4.187,-11.725332462310792,8.08628979216977e-06
Morgan Geekie,4,3,1,4,1.0,2,1,2019,2021,0,0,0,0,2.4417517,-0.1718021,-1.1927401,-0.7896225,3.199867,-1.2484508,-0.55347776,-0.28963754,-0.90467745,-0.79118216,-4.187,-6.928723537445069,0.0009782920544375545
Smokey Harris,6,3,1,4,0.667,8,1,1924,1925,0,0,0,0,2.4195611,0.0035026297,-1.1884011,-0.78678733,2.017239,-1.0111523,-0.6501964,-0.28963754,-0.9707208,-0.9336279,-4.187,-7.996781551361084,0.00033643081265245903
Lin Bend,8,3,1,4,0.5,2,1,1942,1943,0,0,0,0,2.1908996,-0.5162095,-1.1213766,-0.7975004,-2.0567925,-1.0569928,-0.6203059,-0.32531726,-1.1047469,-1.0407517,-4.187,-12.82699366760254,2.6872388136687066e-06
William Knott,14,3,1,4,0.28600000000000003,9,2,1941,1942,0,0,0,0,2.0667858,-0.5203916,-1.3772327,-0.9805498,-2.6202304,-1.0495636,1.3515241,-0.32531726,-0.9618773,-1.0546942,-4.187,-11.725332462310792,8.08628979216977e-06
Doug Kostynski,15,3,1,4,0.267,4,1,1983,1985,0,0,0,0,2.0667858,-0.698423,-1.1705326,-0.8677193,-2.6066692,-1.0569928,-0.6203059,-0.32531726,-1.06558,-1.0407517,-4.187,-13.639291488647462,1.1926978913270173e-06
Reto von Arx,19,3,1,4,0.21100000000000002,4,1,2000,2001,0,0,0,0,2.0667858,-0.698423,-1.1705326,-0.8677193,-2.6066692,-1.0569928,-0.6203059,-0.32531726,-1.06558,-1.0407517,-4.187,-13.639291488647462,1.1926978913270173e-06
Noah Clarke,21,3,1,4,0.19,4,1,2003,2008,0,0,0,0,2.0667858,-0.698423,-1.1705326,-0.8677193,-2.6066692,-1.0569928,-0.6203059,-0.32531726,-1.06558,-1.0407517,-4.187,-13.639291488647462,1.1926978913270173e-06
Chris Langevin,22,3,1,4,0.182,22,1,1983,1986,0,0,0,0,2.0667858,-0.698423,-1.1705326,-0.8677193,-2.6066692,-1.0569928,-0.6203059,-0.32531726,-1.06558,-1.0407517,-4.187,-13.639291488647462,1.1926978913270173e-06
Archie Henderson,23,3,1,4,0.174,92,1,1980,1983,0,0,0,0,2.0667858,-0.698423,-1.1705326,-0.8677193,-2.6066692,-1.0569928,-0.6203059,-0.32531726,-1.06558,-1.0407517,-4.187,-13.639291488647462,1.1926978913270173e-06
Pat Murray,25,3,1,4,0.16,15,1,1990,1992,0,0,0,0,2.0667858,-0.698423,-1.1705326,-0.8677193,-2.6066692,-1.0569928,-0.6203059,-0.32531726,-1.06558,-1.0407517,-4.187,-13.639291488647462,1.1926978913270173e-06
Steven Regier,26,3,1,4,0.154,8,1,2005,2009,0,0,0,0,2.0667858,-0.698423,-1.1705326,-0.8677193,-2.6066692,-1.0569928,-0.6203059,-0.32531726,-1.06558,-1.0407517,-4.187,-13.639291488647462,1.1926978913270173e-06
Junior Lessard,27,3,1,4,0.14800000000000002,23,1,2005,2008,0,0,0,0,2.0667858,-0.698423,-1.1705326,-0.8677193,-2.6066692,-1.0569928,-0.6203059,-0.32531726,-1.06558,-1.0407517,-4.187,-13.639291488647462,1.1926978913270173e-06
Mike Berger,30,3,1,4,0.133,67,2,1987,1989,0,0,0,0,2.0667858,-0.5203916,-1.3772327,-0.9805498,-2.6202304,-1.0495636,1.3515241,-0.32531726,-0.9618773,-1.0546942,-4.187,-11.725332462310792,8.08628979216977e-06
Mike Nykoluk,32,3,1,4,0.125,20,1,1956,1957,0,0,0,0,2.0667858,-0.698423,-1.1705326,-0.8677193,-2.6066692,-1.0569928,-0.6203059,-0.32531726,-1.06558,-1.0407517,-4.187,-13.639291488647462,1.1926978913270173e-06
Maxim Mamin,33,3,1,4,0.121,12,1,2017,2019,0,0,0,0,2.0667858,-0.698423,-1.1705326,-0.8677193,-2.6066692,-1.0569928,-0.6203059,-0.32531726,-1.06558,-1.0407517,-4.187,-13.639291488647462,1.1926978913270173e-06
Alexander Urbom,34,3,1,4,0.11800000000000001,28,2,2010,2014,0,0,0,0,2.0667858,-0.5203916,-1.3772327,-0.9805498,-2.6202304,-1.0495636,1.3515241,-0.32531726,-0.9618773,-1.0546942,-4.187,-11.725332462310792,8.08628979216977e-06
Laurent Dauphin,35,3,1,4,0.114,18,1,2015,2019,0,0,0,0,2.0667858,-0.698423,-1.1705326,-0.8677193,-2.6066692,-1.0569928,-0.6203059,-0.32531726,-1.06558,-1.0407517,-4.187,-13.639291488647462,1.1926978913270173e-06
Brian McCutcheon,37,3,1,4,0.10800000000000001,7,1,1974,1977,0,0,0,0,2.0667858,-0.698423,-1.1705326,-0.8677193,-2.6066692,-1.0569928,-0.6203059,-0.32531726,-1.06558,-1.0407517,-4.187,-13.639291488647462,1.1926978913270173e-06
Neil Nicholson,39,3,1,4,0.10300000000000001,23,2,1969,1978,0,0,0,0,2.0667858,-0.5203916,-1.3772327,-0.9805498,-2.6202304,-1.0495636,1.3515241,-0.32531726,-0.9618773,-1.0546942,-4.187,-11.725332462310792,8.08628979216977e-06
Hal Picketts,48,3,1,4,0.083,32,1,1933,1934,0,0,0,0,2.0667858,-0.698423,-1.1705326,-0.8677193,-2.6066692,-1.0569928,-0.6203059,-0.32531726,-1.06558,-1.0407517,-4.187,-13.639291488647462,1.1926978913270173e-06
Ben Simon,81,3,1,4,0.049,47,1,2001,2006,0,0,0,0,2.0667858,-0.698423,-1.1705326,-0.8677193,-2.6066692,-1.0569928,-0.6203059,-0.32531726,-1.06558,-1.0407517,-4.187,-13.639291488647462,1.1926978913270173e-06
David Koci,142,3,1,4,0.027999999999999997,461,2,2006,2011,0,0,0,0,1.9380122,-0.479929,-1.4366641,-1.0678134,-2.6592479,-0.29310417,1.3698165,-0.32531726,-1.0026953,-1.0546942,-4.187,-11.1366488571167,1.4568288303978398e-05
Ralph Barahona,6,2,2,4,0.667,0,1,1990,1992,0,0,0,0,2.4195611,0.0035026297,-1.1884011,-0.78678733,2.017239,-1.0111523,-0.6501964,-0.28963754,-0.9707208,-0.9336279,-4.187,-7.996781551361084,0.00033643081265245903
Kari Makkonen,9,2,2,4,0.444,0,1,1979,1980,0,0,0,0,2.1908996,-0.5162095,-1.1213766,-0.7975004,-1.9190944,-1.0569928,-0.6203059,-0.32531726,-1.1047469,-1.0407517,-4.187,-12.689295494079591,3.083952273084053e-06
Aleksi Saarela,9,2,2,4,0.444,0,1,2018,2020,0,0,0,0,2.1908996,-0.5162095,-1.1213766,-0.7975004,-1.9190944,-1.0569928,-0.6203059,-0.32531726,-1.1047469,-1.0407517,-4.187,-12.689295494079591,3.083952273084053e-06
Bill Thomson,9,2,2,4,0.444,0,1,1938,1944,0,0,0,0,2.1908996,-0.5162095,-1.1213766,-0.7975004,-1.9190944,-1.0569928,-0.6203059,-0.32531726,-1.1047469,-1.0407517,-4.187,-12.689295494079591,3.083952273084053e-06
Yanick Lehoux,10,2,2,4,0.4,6,1,2005,2007,0,0,0,0,2.1908996,-0.6252636,-1.1705326,-0.8677193,-1.6556908,-1.0569928,-0.6203059,-0.32531726,-1.06558,-1.0407517,-4.187,-12.61515399169922,3.321289944507791e-06
Les Ramsay,11,2,2,4,0.364,2,1,1944,1945,0,0,0,0,2.1908996,-0.6252636,-1.1705326,-0.8677193,-1.6556908,-1.0569928,-0.6203059,-0.32531726,-1.06558,-1.0407517,-4.187,-12.61515399169922,3.321289944507791e-06
Gary Burns,11,2,2,4,0.364,18,1,1980,1982,0,0,0,0,2.1908996,-0.6252636,-1.1705326,-0.8677193,-1.6556908,-1.0569928,-0.6203059,-0.32531726,-1.06558,-1.0407517,-4.187,-12.61515399169922,3.321289944507791e-06
Rich Costello,12,2,2,4,0.33299999999999996,2,1,1983,1986,0,0,0,0,2.1908996,-0.6252636,-1.1705326,-0.8677193,-1.6556908,-1.0569928,-0.6203059,-0.32531726,-1.06558,-1.0407517,-4.187,-12.61515399169922,3.321289944507791e-06
Tom Brennan,12,2,2,4,0.33299999999999996,2,1,1943,1945,0,0,0,0,2.1908996,-0.6252636,-1.1705326,-0.8677193,-1.6556908,-1.0569928,-0.6203059,-0.32531726,-1.06558,-1.0407517,-4.187,-12.61515399169922,3.321289944507791e-06
Don Smillie,12,2,2,4,0.33299999999999996,4,1,1933,1934,0,0,0,0,2.1908996,-0.6252636,-1.1705326,-0.8677193,-1.6556908,-1.0569928,-0.6203059,-0.32531726,-1.06558,-1.0407517,-4.187,-12.61515399169922,3.321289944507791e-06
Bruce Eakin,13,2,2,4,0.308,4,1,1981,1986,0,0,0,0,2.1908996,-0.6252636,-1.1705326,-0.8677193,-1.9753371,-1.0569928,-0.6203059,-0.32531726,-1.06558,-1.0407517,-4.187,-12.934800827026368,2.41260558319777e-06
Cy Thomas,14,2,2,4,0.28600000000000003,12,1,1947,1948,0,0,0,0,2.0667858,-0.698423,-1.1705326,-0.8677193,-2.6066692,-1.0569928,-0.6203059,-0.32531726,-1.06558,-1.0407517,-4.187,-13.639291488647462,1.1926978913270173e-06
Roland Stoltz,14,2,2,4,0.28600000000000003,14,1,1981,1982,0,0,0,0,2.0667858,-0.698423,-1.1705326,-0.8677193,-2.6066692,-1.0569928,-0.6203059,-0.32531726,-1.06558,-1.0407517,-4.187,-13.639291488647462,1.1926978913270173e-06
Hunter Shinkaruk,15,2,2,4,0.267,4,1,2015,2017,0,0,0,0,2.0667858,-0.698423,-1.1705326,-0.8677193,-2.6066692,-1.0569928,-0.6203059,-0.32531726,-1.06558,-1.0407517,-4.187,-13.639291488647462,1.1926978913270173e-06
Paul Brydges,15,2,2,4,0.267,4,1,1986,1987,0,0,0,0,2.0667858,-0.698423,-1.1705326,-0.8677193,-2.6066692,-1.0569928,-0.6203059,-0.32531726,-1.06558,-1.0407517,-4.187,-13.639291488647462,1.1926978913270173e-06
Ken Strong,15,2,2,4,0.267,6,1,1982,1985,0,0,0,0,2.0667858,-0.698423,-1.1705326,-0.8677193,-2.6066692,-1.0569928,-0.6203059,-0.32531726,-1.06558,-1.0407517,-4.187,-13.639291488647462,1.1926978913270173e-06
Roger Picard,15,2,2,4,0.267,21,1,1967,1968,0,0,0,0,2.0667858,-0.698423,-1.1705326,-0.8677193,-2.6066692,-1.0569928,-0.6203059,-0.32531726,-1.06558,-1.0407517,-4.187,-13.639291488647462,1.1926978913270173e-06
Max Veronneau,16,2,2,4,0.25,0,1,2018,2020,0,0,0,0,2.0667858,-0.698423,-1.1705326,-0.8677193,-2.6066692,-1.0569928,-0.6203059,-0.32531726,-1.06558,-1.0407517,-4.187,-13.639291488647462,1.1926978913270173e-06
Lukas Kaspar,16,2,2,4,0.25,8,1,2007,2009,0,0,0,0,2.0667858,-0.698423,-1.1705326,-0.8677193,-2.6066692,-1.0569928,-0.6203059,-0.32531726,-1.06558,-1.0407517,-4.187,-13.639291488647462,1.1926978913270173e-06
Jared Aulin,17,2,2,4,0.235,0,1,2002,2003,0,0,0,0,2.0667858,-0.698423,-1.1705326,-0.8677193,-2.6066692,-1.0569928,-0.6203059,-0.32531726,-1.06558,-1.0407517,-4.187,-13.639291488647462,1.1926978913270173e-06
Derek Mayer,17,2,2,4,0.235,8,2,1993,1994,0,0,0,0,2.0667858,-0.5203916,-1.3772327,-0.9805498,-2.6202304,-1.0495636,1.3515241,-0.32531726,-0.9618773,-1.0546942,-4.187,-11.725332462310792,8.08628979216977e-06
Nathan Walker,17,2,2,4,0.235,12,1,2017,2020,0,0,0,0,2.0667858,-0.698423,-1.1705326,-0.8677193,-2.6066692,-1.0569928,-0.6203059,-0.32531726,-1.06558,-1.0407517,-4.187,-13.639291488647462,1.1926978913270173e-06
Guy Leveque,17,2,2,4,0.235,21,1,1992,1994,0,0,0,0,2.0667858,-0.698423,-1.1705326,-0.8677193,-2.6066692,-1.0569928,-0.6203059,-0.32531726,-1.06558,-1.0407517,-4.187,-13.639291488647462,1.1926978913270173e-06
Mikael Lindholm,18,2,2,4,0.222,2,1,1989,1990,0,0,0,0,2.0667858,-0.698423,-1.1705326,-0.8677193,-2.6066692,-1.0569928,-0.6203059,-0.32531726,-1.06558,-1.0407517,-4.187,-13.639291488647462,1.1926978913270173e-06
Jeff Christian,18,2,2,4,0.222,17,1,1991,1998,0,0,0,0,2.0667858,-0.698423,-1.1705326,-0.8677193,-2.6066692,-1.0569928,-0.6203059,-0.32531726,-1.06558,-1.0407517,-4.187,-13.639291488647462,1.1926978913270173e-06
Charles Corrigan,19,2,2,4,0.21100000000000002,2,1,1937,1941,0,0,0,0,2.0667858,-0.698423,-1.1705326,-0.8677193,-2.6066692,-1.0569928,-0.6203059,-0.32531726,-1.06558,-1.0407517,-4.187,-13.639291488647462,1.1926978913270173e-06
Brandon Kozun,20,2,2,4,0.2,6,1,2014,2015,0,0,0,0,2.0667858,-0.698423,-1.1705326,-0.8677193,-2.6066692,-1.0569928,-0.6203059,-0.32531726,-1.06558,-1.0407517,-4.187,-13.639291488647462,1.1926978913270173e-06
Yevgeni Svechnikov,20,2,2,4,0.2,10,1,2016,2020,0,0,0,0,2.0667858,-0.698423,-1.1705326,-0.8677193,-2.6066692,-1.0569928,-0.6203059,-0.32531726,-1.06558,-1.0407517,-4.187,-13.639291488647462,1.1926978913270173e-06
Darren Banks,20,2,2,4,0.2,73,1,1992,1994,0,0,0,0,2.0667858,-0.698423,-1.1705326,-0.8677193,-2.6066692,-1.0569928,-0.6203059,-0.32531726,-1.06558,-1.0407517,-4.187,-13.639291488647462,1.1926978913270173e-06
Matt Hussey,21,2,2,4,0.19,2,1,2003,2007,0,0,0,0,2.0667858,-0.698423,-1.1705326,-0.8677193,-2.6066692,-1.0569928,-0.6203059,-0.32531726,-1.06558,-1.0407517,-4.187,-13.639291488647462,1.1926978913270173e-06
Lane MacDermid,21,2,2,4,0.19,36,1,2011,2014,0,0,0,0,2.0667858,-0.698423,-1.1705326,-0.8677193,-2.6066692,-1.0569928,-0.6203059,-0.32531726,-1.06558,-1.0407517,-4.187,-13.639291488647462,1.1926978913270173e-06
Rusty Fitzgerald,25,2,2,4,0.16,12,1,1994,1996,0,0,0,0,2.0667858,-0.698423,-1.1705326,-0.8677193,-2.6066692,-1.0569928,-0.6203059,-0.32531726,-1.06558,-1.0407517,-4.187,-13.639291488647462,1.1926978913270173e-06
Al McLeod,26,2,2,4,0.154,24,2,1973,1974,0,0,0,0,2.0667858,-0.5203916,-1.3772327,-0.9805498,-2.6202304,-1.0495636,1.3515241,-0.32531726,-0.9618773,-1.0546942,-4.187,-11.725332462310792,8.08628979216977e-06
Kristian Kudroc,26,2,2,4,0.154,38,2,2000,2004,0,0,0,0,2.0667858,-0.5203916,-1.3772327,-0.9805498,-2.6202304,-1.0495636,1.3515241,-0.32531726,-0.9618773,-1.0546942,-4.187,-11.725332462310792,8.08628979216977e-06
Viktor Svedberg,27,2,2,4,0.14800000000000002,4,2,2015,2016,0,0,0,0,2.0667858,-0.5203916,-1.3772327,-0.9805498,-2.6202304,-1.0495636,1.3515241,-0.32531726,-0.9618773,-1.0546942,-4.187,-11.725332462310792,8.08628979216977e-06
Ed Lowrey,27,2,2,4,0.14800000000000002,6,1,1917,1921,0,0,0,0,2.0667858,-0.698423,-1.1705326,-0.8677193,-2.6066692,-1.0569928,-0.6203059,-0.32531726,-1.06558,-1.0407517,-4.187,-13.639291488647462,1.1926978913270173e-06
Mark Kolesar,28,2,2,4,0.14300000000000002,14,1,1995,1997,0,0,0,0,2.0667858,-0.698423,-1.1705326,-0.8677193,-2.6066692,-1.0569928,-0.6203059,-0.32531726,-1.06558,-1.0407517,-4.187,-13.639291488647462,1.1926978913270173e-06
Len Haley,30,2,2,4,0.133,14,1,1959,1961,0,0,0,0,2.0667858,-0.698423,-1.1705326,-0.8677193,-2.6066692,-1.0569928,-0.6203059,-0.32531726,-1.06558,-1.0407517,-4.187,-13.639291488647462,1.1926978913270173e-06
Kirill Safronov,35,2,2,4,0.114,16,2,2001,2003,0,0,0,0,2.0667858,-0.5203916,-1.3772327,-0.9805498,-2.6202304,-1.0495636,1.3515241,-0.32531726,-0.9618773,-1.0546942,-4.187,-11.725332462310792,8.08628979216977e-06
Mika Pyorala,36,2,2,4,0.111,10,1,2009,2010,0,0,0,0,2.0667858,-0.698423,-1.1705326,-0.8677193,-2.6066692,-1.0569928,-0.6203059,-0.32531726,-1.06558,-1.0407517,-4.187,-13.639291488647462,1.1926978913270173e-06
Jan Mursak,46,2,2,4,0.087,8,1,2010,2013,0,0,0,0,2.0667858,-0.698423,-1.1705326,-0.8677193,-2.6066692,-1.0569928,-0.6203059,-0.32531726,-1.06558,-1.0407517,-4.187,-13.639291488647462,1.1926978913270173e-06
Clarence Boucher,47,2,2,4,0.085,133,2,1926,1928,0,0,0,0,2.0667858,-0.5203916,-1.3772327,-0.9805498,-2.6202304,-1.0495636,1.3515241,-0.32531726,-0.9618773,-1.0546942,-4.187,-11.725332462310792,8.08628979216977e-06
Alvin Jones,50,2,2,4,0.08,36,2,1938,1943,0,0,0,0,2.0667858,-0.5203916,-1.3772327,-0.9805498,-2.6202304,-1.0495636,1.3515241,-0.32531726,-0.9618773,-1.0546942,-4.187,-11.725332462310792,8.08628979216977e-06
Steven Goertzen,68,2,2,4,0.059000000000000004,83,1,2005,2010,0,0,0,0,2.0667858,-0.698423,-1.1705326,-0.8677193,-2.6066692,-1.0569928,-0.6203059,-0.32531726,-1.06558,-1.0407517,-4.187,-13.639291488647462,1.1926978913270173e-06
Steve MacIntyre,91,2,2,4,0.044000000000000004,175,1,2008,2013,0,0,0,0,2.0667858,-0.698423,-1.1705326,-0.8677193,-2.6066692,-1.0569928,-0.6203059,-0.32531726,-1.06558,-1.0407517,-4.187,-13.639291488647462,1.1926978913270173e-06
John English,3,1,3,4,1.3330000000000002,4,2,1987,1988,0,0,0,0,2.4651058,0.022229802,-1.3941089,-0.9024531,2.6525989,-1.2340767,1.2723212,-0.28963754,-0.8009747,-0.7811583,-4.187,-5.642259561538697,0.0035323279731799264
Ty Smith,4,1,3,4,1.0,4,2,2020,2021,0,0,0,0,2.4417517,0.0062290207,-1.3994403,-0.9024531,3.040275,-1.2410216,1.2723212,-0.28963754,-0.8009747,-0.8051247,-4.187,-5.3068265552520755,0.004933177667773113
Gary Marsh,7,1,3,4,0.5710000000000001,4,1,1967,1969,0,0,0,0,2.1908996,-0.5162095,-1.1213766,-0.7975004,-1.8531393,-1.0569928,-0.6203059,-0.32531726,-1.1047469,-1.0407517,-4.187,-12.623340332031251,3.294211810878995e-06
