Player,GP,G,A,TP,PPG,PIM,POS,firstYear,lastYear,Awards,Cups,All-Star Games,HoF,shap_GP,shap_G,shap_A,shap_TP,shap_PPG,shap_PIM,shap_POS,shap_Awards,shap_Cups,shap_All-Star Games,BaseValue,FinalValue,HoF_Probability
Matthew Barnaby,834,113,187,300,0.36,2562,1,1992,2007,0,0,0,0,-0.8353903,-0.55219007,-0.37353757,-1.6390983,-1.8405821,-1.6712494,-0.6208383,-0.32531726,-1.084197,-1.3545173,-4.187,-13.64852687072754,1.1817335912920968e-06
Sheldon Souray,758,109,191,300,0.396,1145,2,1997,2015,0,0,3,0,-0.84509456,-0.2674737,-0.6346161,-1.7880455,-1.8200351,0.4727319,1.3707645,-0.34319684,-1.0271648,0.16179337,-4.187,-8.06224199485779,0.0003151199605540852
Lindy Ruff,691,105,195,300,0.434,1264,2,1979,1991,0,0,0,0,-0.8353903,-0.3182979,-0.531082,-1.7825948,-2.2218094,0.3380131,1.3524585,-0.32531726,-1.0196611,-1.3684598,-4.187,-10.063750469207765,4.2594174439382175e-05
Philippe Boucher,748,94,206,300,0.401,702,2,1992,2009,0,1,1,0,-0.832999,-0.3813248,-0.5342228,-1.7940593,-1.4813694,1.2821096,1.3698165,-0.32531726,-0.5945806,-1.3136454,-4.187,-7.9595930213928225,0.00034917327966257954
Mitchell Marner,306,87,212,299,0.977,108,1,2016,2021,0,0,1,0,2.5643606,-0.15109926,-0.60583586,-1.593016,3.1706839,-1.4146378,-0.55347776,-0.28963754,-0.93570584,-0.7363677,-4.187,-7.296094142913819,0.0006777228729490294
Cecil Dillon,453,167,131,298,0.6579999999999999,105,1,1930,1940,0,1,0,0,2.3235269,-0.30243388,-0.7188172,-1.7405819,-1.6637276,-1.2728055,-0.6305112,-0.3220244,-0.7378146,-0.91604495,-4.187,-12.491760932922364,3.7574700337557305e-06
Sean Hill,876,62,236,298,0.34,1008,2,1990,2008,0,1,0,0,-0.13054459,-0.65206015,-0.55248255,-1.792292,-1.758436,0.058135107,1.3270097,-0.32531726,-0.50702405,-1.3684598,-4.187,-9.757927619934083,5.783100816956504e-05
Brock Nelson,552,152,145,297,0.5379999999999999,207,1,2012,2021,0,0,0,0,-0.24524987,0.19259053,-0.7680107,-1.831615,-2.1153994,-1.2294968,-0.6305112,-0.32531726,-1.1426228,-0.91604495,-4.187,-12.953427993774415,2.3680816478776424e-06
Pierre Plante,599,125,172,297,0.496,599,1,1971,1980,0,0,0,0,-0.72068703,1.2450159,-0.01194261,-1.7664846,-2.0747905,0.7973328,-0.6273039,-0.32531726,-1.163873,-1.0772115,-4.187,-9.191574775695802,0.0001018838962785168
Jan Hrdina,513,101,196,297,0.579,341,1,1998,2006,0,0,0,0,2.3986034,-0.32525477,-0.5344724,-1.6310585,-1.8727843,-0.51688325,-0.6203059,-0.32531726,-1.1765934,-1.0407517,-4.187,-12.230421745300294,4.879700929024778e-06
Hec Kilrea,633,167,129,296,0.46799999999999997,438,1,1925,1940,0,3,0,0,-0.7071101,-0.4428363,-1.0546795,-2.1103888,-1.8137448,-0.9376433,-0.5302476,-0.32531726,2.7985804,-0.9105257,-4.187,-9.513802730560304,7.382031792565898e-05
Babe Siebert,592,140,156,296,0.5,982,1,1925,1939,1,2,0,1,-0.8355316,0.01930184,0.20681673,-1.4256753,-2.0902438,-0.14656107,-0.61138415,1.5776782,0.08242164,-1.2891634,-4.187,-7.863809310913086,0.0003842590421789746
Lars Eller,759,133,163,296,0.39,462,1,2009,2021,0,1,0,0,-0.5397473,1.315798,-0.15527001,-1.7526852,-1.6004161,-0.35663056,-0.6273039,-0.32531726,-0.742725,-0.91604495,-4.187,-9.347594940185548,8.716722906027559e-05
Kyle Brodziak,917,129,167,296,0.32299999999999995,462,1,2005,2020,0,0,0,0,0.65502375,1.423433,-0.18302524,-1.7285547,-2.034987,-0.33015716,-0.6273039,-0.32531726,-1.1569413,-0.91604495,-4.187,-10.06589862060547,4.250277779503742e-05
Mikhail Grabovski,534,125,171,296,0.5539999999999999,312,1,2006,2018,0,0,0,0,2.4594798,1.623745,-0.04443676,-1.6310585,-2.0815954,-0.9073141,-0.6203059,-0.32531726,-1.0740963,-0.91604495,-4.187,-10.163424217224122,3.855353467479895e-05
Pierre-Alexandre Parenteau,491,114,182,296,0.603,342,1,2006,2017,0,0,0,0,2.3986034,-0.32525477,-0.5344724,-1.6310585,-1.7213017,-0.51688325,-0.6203059,-0.3220244,-1.1765934,-1.0407517,-4.187,-12.075646125793458,5.696538647806976e-06
Brian Benning,568,63,233,296,0.521,963,2,1984,1995,0,0,0,0,-0.2590427,-0.666584,-0.52251923,-1.7801594,-2.3637981,0.014247405,1.3270097,-0.32531726,-1.0196611,-1.3684598,-4.187,-10.892241680145265,1.860164980531675e-05
Manny Malhotra,991,116,179,295,0.298,451,1,1998,2015,0,0,0,0,0.46027693,-0.1959135,-0.5905951,-1.5946908,-2.0059667,-1.1028789,-0.6273039,-0.32531726,-1.2186204,-1.0521841,-4.187,-12.900470458984376,2.496869137681811e-06
Gordie Drillon,311,155,139,294,0.945,56,1,1936,1943,1,1,0,1,2.5254042,0.24395888,-0.75573295,-1.2229091,1.5515378,-1.3373964,-0.56368315,1.4659886,-0.73706716,-0.6965188,-4.187,-6.238822185516358,0.0019483499658219138
Marian Stastny,322,121,173,294,0.9129999999999999,110,1,1981,1986,0,0,1,0,2.6661391,0.019152354,-0.5473493,-1.4736218,1.6557908,-1.3145514,-0.55347776,-0.28963754,-0.93570584,-0.74401915,-4.187,-8.370419704437257,0.00023156468747333726
Valeri Zelepukin,595,117,177,294,0.494,527,1,1991,2001,0,1,0,0,-0.6006235,-0.25714725,-0.59615,-1.6255156,-1.9158875,-0.23274219,-0.6273039,-0.32531726,-0.77135015,-1.0407517,-4.187,-11.579165184020997,9.35897723657303e-06
Kyle Calder,590,114,180,294,0.498,309,1,1999,2010,0,0,0,0,-0.6730671,-0.3565117,-0.5644737,-1.6319094,-2.118927,-1.0619771,-0.6203059,-0.32531726,-1.184734,-1.0407517,-4.187,-13.091908180236818,2.061843150218479e-06
John Klingberg,426,58,236,294,0.69,156,2,2014,2021,0,0,1,0,2.6703303,0.09167775,-0.8081971,-1.5797375,2.048668,-1.2463449,1.4300598,-0.28963754,-0.89804643,-0.892756,-4.187,-6.331314289093018,0.0017765315189207382
Bret Hedican,1039,55,239,294,0.28300000000000003,893,2,1991,2009,0,1,0,0,-0.6554173,-0.6423068,-0.5111885,-1.6057554,-2.519751,1.2701646,1.3270097,-0.32531726,-0.5290482,-1.3983803,-4.187,-9.12157317352295,0.00010927068012133272
Alain Cote,696,103,190,293,0.42100000000000004,383,1,1979,1989,0,0,0,0,-0.6730671,-0.3565117,-0.5644737,-1.5923398,-0.77055323,-0.5237842,-0.6203059,-0.32531726,-1.225552,-1.0407517,-4.187,-11.206589424133302,1.3584202674344219e-05
Doug Halward,653,69,224,293,0.449,774,2,1975,1989,0,0,0,0,-0.832999,-0.61198366,-0.5128222,-1.6668894,-1.9788076,1.0675627,1.3698165,-0.32531726,-1.1394529,-1.3684598,-4.187,-9.353353702545167,8.666673968996984e-05
Nino Niederreiter,604,139,153,292,0.483,291,1,2010,2021,0,0,0,0,-0.66168255,0.18238512,-0.6244548,-1.7654006,-2.1812835,-1.0042381,-0.6203059,-0.32531726,-1.1426228,-0.91604495,-4.187,-12.58428355407715,3.425418241149249e-06
Jakob Silfverberg,563,138,154,292,0.519,164,1,2011,2021,0,0,0,0,-0.24524987,0.18238512,-0.7680107,-1.7122209,-2.1606863,-1.2294968,-0.6203059,-0.32531726,-1.1426228,-0.91604495,-4.187,-12.879320823669435,2.5502392646733843e-06
Chuck Lefley,407,128,164,292,0.7170000000000001,137,1,1970,1981,0,2,0,0,2.6202612,2.0849607,-0.082036935,-1.4787642,0.7387414,-1.0436767,-0.6576889,-0.28963754,0.15958013,-0.84588206,-4.187,-5.601404153823853,0.0036790893096599287
Babe Pratt,517,83,209,292,0.565,463,2,1935,1947,1,2,0,1,2.4710476,-0.04445409,-0.7257124,-1.2238203,-1.5833678,-0.13159922,1.3698165,1.5776782,0.47426254,-1.1140468,-4.187,-5.588243448257447,0.0037276470565814953
Rich Preston,580,127,164,291,0.502,348,1,1979,1987,0,0,0,0,-0.61219084,1.5924879,-0.07443793,-1.6319094,-2.1619737,-0.37602168,-0.6203059,-0.32531726,-1.163873,-0.91604495,-4.187,-9.864395820617677,5.199059024629722e-05
Chris Kelly,845,123,168,291,0.344,417,1,2003,2018,0,1,0,0,-0.61219084,1.4436579,-0.09583856,-1.6957346,-1.6208879,-0.9613427,-0.6273039,-0.32531726,-0.742725,-0.91604495,-4.187,-9.728536331176759,5.955585842139799e-05
Teuvo Teravainen,431,91,200,291,0.675,72,1,2013,2021,0,1,0,0,2.6703303,0.08310736,-0.573742,-1.4669069,1.9462882,-1.2305928,-0.6501964,-0.28963754,-0.7468694,-0.9336279,-4.187,-8.049177133560182,0.00031926264761659057
Auston Matthews,287,160,130,290,1.01,46,1,2016,2021,1,0,3,0,2.422547,0.26957336,-0.83253485,-1.2167042,0.89501095,-1.4107647,-0.5707326,1.4481091,-0.9663968,-0.046904385,-4.187,-6.618344032287598,0.001333859336426262
Tyler Myers,709,81,209,290,0.409,535,2,2009,2021,1,0,0,0,-0.6006235,-0.22256285,-0.7961578,-1.3578199,-0.85355216,-0.17354907,1.3698165,1.5776782,-1.1218492,-1.077086,-4.187,-6.842082225799561,0.001066738374996569
Grant Warwick,395,147,142,289,0.732,220,1,1941,1950,1,0,1,0,2.416036,0.7600343,-0.7901692,-1.2909634,-0.50949544,-1.0719746,-0.6576889,1.4659886,-0.9596382,-0.7764986,-4.187,-8.017405235290529,0.0003295656919509987
Lou Angotti,653,103,186,289,0.44299999999999995,228,1,1964,1974,0,0,0,0,-0.68516505,-0.3565117,-0.5644737,-1.6386108,-1.9812287,-1.2313432,-0.6203059,-0.32531726,-1.184734,-1.0407517,-4.187,-13.13027735900879,1.984230565823063e-06
Darren McCarty,758,127,161,288,0.38,1477,1,1993,2009,0,4,0,0,-0.81994164,0.9336724,-0.313727,-1.8425008,-1.8488253,-1.7459564,-0.51357675,-0.32531726,2.3536649,-1.2242914,-4.187,-8.713857376098634,0.00016426630175187543
Brad May,1041,127,161,288,0.27699999999999997,2248,1,1991,2010,0,1,0,0,-0.67638457,1.1602831,0.16728744,-1.4507947,-2.563015,-1.5737038,-0.6208383,-0.32531726,-0.62126863,-1.2597312,-4.187,-11.274098598480226,1.2697425571086865e-05
Bob Sweeney,639,125,163,288,0.451,799,1,1986,1996,0,0,0,0,-0.77212274,1.2297734,0.18391359,-1.5540593,-2.0569568,0.8134144,-0.61138415,-0.32531726,-1.1552192,-1.2298108,-4.187,-8.892646038055421,0.00013737674755855342
Steve Ott,848,109,179,288,0.34,1555,1,2002,2017,0,0,0,0,-0.8353903,-0.55219007,-0.37353757,-1.6205894,-1.8975327,-1.4997559,-0.6208383,-0.32531726,-1.084197,-1.3545173,-4.187,-13.515474998474122,1.349904986474488e-06
Francois Beauchemin,903,76,212,288,0.319,501,2,2002,2018,0,1,0,0,0.59414756,-0.37466437,-0.8520059,-1.7844346,-1.8713127,-0.16325672,1.3698165,-0.32531726,-0.6607158,-1.0546942,-4.187,-9.903585159301759,4.999262051283108e-05
Chris Phillips,1179,71,217,288,0.244,756,2,1997,2016,0,0,0,0,-0.4665649,-0.6206775,-0.4447273,-1.4967941,-2.098445,1.311127,1.3698165,-0.32531726,-1.1325214,-1.4775407,-4.187,-9.102079593658448,0.00011142141416177221
Greg Smith,829,56,232,288,0.34700000000000003,1110,1,1975,1988,0,0,0,0,-0.8353903,-0.94777036,-0.37353757,-1.6205894,-1.9393523,0.45104468,-0.61138415,-0.32531726,-1.084197,-1.3545173,-4.187,-11.992620670318605,6.189681911798867e-06
Ethan Moreau,928,147,140,287,0.309,1110,1,1995,2012,0,0,0,0,1.1182365,0.03171729,-0.43351862,-1.6455152,-2.181333,0.43992567,-0.61138415,-0.32531726,-1.0743214,-1.2298108,-4.187,-11.216557704925538,1.344946601109354e-05
Vincent Trocheck,430,114,173,287,0.667,276,1,2013,2021,0,0,1,0,2.6824281,0.19445732,-0.54301053,-1.500951,2.0012052,-0.97886115,-0.6501964,-0.28963754,-1.0017493,-0.87881345,-4.187,-7.834557020187378,0.00039566100572023755
Per-Johan Axelsson,797,103,184,287,0.36,276,1,1997,2009,0,0,0,0,-0.6730671,-0.46556583,-0.6136294,-1.7021284,-1.7178258,-1.0619771,-0.6203059,-0.32531726,-1.1455669,-1.0407517,-4.187,-12.880068504333497,2.548333217591594e-06
Jean Potvin,613,63,224,287,0.46799999999999997,478,2,1970,1981,0,2,0,0,-0.6006235,-0.31234324,-0.79016113,-1.738346,-1.7396126,-0.024863489,1.3698165,-0.32531726,0.42530388,-1.091655,-4.187,-8.4141785736084,0.00022165238191121579
Sergei Berezin,502,160,126,286,0.57,54,1,1996,2003,0,0,0,0,2.2457714,-0.28911495,-0.74657226,-1.6211878,-1.9154958,-1.2767067,-0.6305112,-0.32531726,-1.1197957,-0.91604495,-4.187,-13.027746879577638,2.1984695955618007e-06
Tomas Hertl,458,135,151,286,0.624,137,1,2013,2021,0,0,1,0,2.3235269,0.21364209,-0.74657226,-1.6111113,-1.7820424,-1.1922213,-0.6203059,-0.3220244,-1.0936643,-0.8612305,-4.187,-12.202530586242677,5.0177165213576405e-06
Colin Wilson,632,113,173,286,0.45299999999999996,138,1,2009,2020,0,0,0,0,-0.68516505,-0.3565117,-0.5059871,-1.5978653,-1.9606315,-1.2872361,-0.6203059,-0.32531726,-1.184734,-1.0407517,-4.187,-13.066341125488282,2.115237960905537e-06
Charlie Coyle,574,110,176,286,0.498,211,1,2012,2021,0,0,0,0,-0.40019035,-0.3565117,-0.5644737,-1.5787296,-2.09833,-1.2872361,-0.6203059,-0.32531726,-1.184734,-1.0407517,-4.187,-13.243390762329103,1.77201625185639e-06
Chris Oddleifson,524,95,191,286,0.546,464,1,1972,1981,0,0,0,0,2.4710476,-0.28479218,-0.59390396,-1.5052704,-2.0450306,-0.2762387,-0.6273039,-0.32531726,-1.1765934,-1.0407517,-4.187,-12.06220217895508,5.773639275494032e-06
Rick Lanz,569,65,221,286,0.503,448,2,1980,1992,0,0,0,0,-0.38809246,-0.29096842,-0.7711737,-1.7192105,-2.1144304,-0.85513186,1.3698165,-0.32531726,-1.1218492,-1.0546942,-4.187,-11.069958412170411,1.5572967720189504e-05
Scott Thornton,941,144,141,285,0.303,1459,1,1990,2008,0,0,0,0,0.5337912,0.124050654,-0.41048443,-1.6530364,-2.1395135,-1.3640909,-0.6208383,-0.32531726,-1.0743214,-1.2412434,-4.187,-12.891794883728029,2.518625095501691e-06
Scottie Upshall,759,138,147,285,0.375,615,1,2002,2018,0,0,0,0,-0.77017874,-0.021643974,-0.61111516,-1.8508006,-1.5544852,0.8332314,-0.6273039,-0.32531726,-1.144274,-1.0772115,-4.187,-10.56591960144043,2.5779128123604345e-05
Stew Gavin,768,130,155,285,0.371,584,1,1980,1993,0,0,0,0,-0.72068703,1.1359622,-0.061098337,-1.7173096,-1.7344359,0.6220909,-0.6273039,-0.32531726,-1.1247059,-1.028286,-4.187,-9.047403537750245,0.00011768238358689643
Garry Monahan,748,116,169,285,0.381,484,1,1967,1979,0,0,0,0,-0.6006235,-0.4251032,-0.6145744,-1.6957346,-1.6799232,-0.16950302,-0.6273039,-0.32531726,-1.1863852,-1.0407517,-4.187,-11.951596939086915,6.448884499082047e-06
Norm Maciver,500,55,230,285,0.57,350,2,1986,1998,0,0,0,0,2.3986034,-0.42803448,-0.74117255,-1.6244946,-1.8808526,-0.50945395,1.3515241,-0.32531726,-1.0728905,-1.0546942,-4.187,-10.472386085510255,2.8306633187068353e-05
Jean-Guy Talbot,1056,43,242,285,0.27,1006,2,1954,1971,0,7,7,0,-0.6370307,-0.474538,-0.7002623,-1.8175994,-2.5408764,0.3078906,1.0642666,-0.53219044,2.6128936,4.4967628,-4.187,-1.770652973175049,0.14546114414322023
Grant Mulvey,586,149,135,284,0.485,816,1,1974,1984,0,0,0,0,-0.8216144,-0.044202395,-0.36610314,-1.6875503,-2.207519,0.84931296,-0.62158954,-0.32531726,-1.1747872,-1.2298108,-4.187,-10.994566642761232,1.679241208294665e-05
Ales Kotalik,542,136,148,284,0.524,348,1,2001,2011,0,0,0,0,2.2578692,0.21364209,-0.74657226,-1.6451553,-2.0825217,-0.45914426,-0.6203059,-0.32531726,-1.1344823,-0.91604495,-4.187,-11.902901374816896,6.770686008486069e-06
Rickard Rakell,452,129,155,284,0.628,96,1,2012,2021,0,0,1,0,2.5251377,1.623745,-0.04443676,-1.47762,-1.7691778,-1.1021978,-0.6203059,-0.3220244,-1.0740963,-0.8612305,-4.187,-9.834344112396241,5.357662474803473e-05
Eddie Shore,550,105,179,284,0.516,1047,2,1926,1940,4,2,0,1,-0.25474072,-0.14731526,-0.4476275,-1.2497844,-1.9220842,0.28390718,1.3270097,2.3022528,0.27444142,-1.4745889,-4.187,-5.240789138793946,0.005268175192095176
Kim Johnsson,739,67,217,284,0.384,406,2,1999,2010,0,0,0,0,-0.6730671,-0.56834555,-0.82032955,-1.808565,-1.7249418,-0.51473767,1.3515241,-0.32531726,-1.0826821,-1.0546942,-4.187,-10.735089504241945,2.1767091964915098e-05
Bill Quackenbush,774,62,222,284,0.3670000000000001,95,2,1942,1956,0,0,8,1,-0.89596045,-0.34092322,-0.9967242,-1.749755,-1.6482992,-1.7258513,1.3698301,-0.53219044,-0.9827657,4.175058,-4.187,-6.618620597839356,0.0013334909797468617
King Clancy,592,136,147,283,0.478,914,2,1921,1937,0,3,0,1,-0.8737353,-0.10991752,-1.0212877,-2.0353036,-2.0656896,-0.019405771,1.0459605,-0.32531726,2.2035728,-1.2382339,-4.187,-7.752622329711914,0.00042942998200982204
Stephen Leach,702,130,153,283,0.40299999999999997,976,1,1985,2000,0,0,0,0,-0.77159226,1.070425,-0.3997899,-1.6372894,-1.9931351,-0.0067633986,-0.61138415,-0.32531726,-1.0225179,-1.2298108,-4.187,-10.342582427978517,3.2229942105203406e-05
Nick Bonino,631,123,160,283,0.44799999999999995,173,1,2009,2021,0,2,0,0,-0.6242888,1.5685452,-0.03399392,-1.5978653,-1.7928483,-1.1453061,-0.6203059,-0.32531726,0.1759174,-0.9530058,-4.187,-8.911180221557618,0.00013485437236028955
Matt Carle,730,45,238,283,0.38799999999999996,251,2,2005,2017,0,0,0,0,-0.68516505,-0.3802105,-0.82032955,-1.82166,-1.7313873,-1.2239139,1.3515241,-0.32531726,-1.0418643,-1.0546942,-4.187,-11.234852516174318,1.3205650894489353e-05
Bo Horvat,452,125,157,282,0.624,125,1,2014,2021,0,0,1,0,2.629286,1.623745,-0.04443676,-0.29316562,-1.7691778,-1.0481069,-0.6203059,-0.3220244,-1.0740963,-0.8612305,-4.187,-8.595799171447755,0.00018484664267479528
Dominic Moore,897,106,176,282,0.314,487,1,2003,2018,0,0,0,0,0.6982959,-0.33078668,-0.6730609,-0.5467631,-1.9861225,-0.17502555,-0.6273039,-0.32531726,-1.2186204,-1.0407517,-4.187,-11.110751831054689,1.4950485531194335e-05
David Desharnais,524,87,195,282,0.5379999999999999,160,1,2009,2018,0,0,0,0,2.4906545,-0.4955066,-0.5344724,-0.29316562,-2.0060124,-1.2262441,-0.6203059,-0.32531726,-1.1357752,-1.0407517,-4.187,-11.864551269531251,7.035383857364492e-06
Mike Zuke,455,86,196,282,0.62,220,1,1978,1986,0,0,0,0,2.56841,-0.4955066,-0.5344724,-0.33391103,-1.7448472,-1.1399767,-0.6203059,-0.3220244,-1.1357752,-1.0407517,-4.187,-11.554570877075196,9.592006437302935e-06
Barry Gibbs,796,58,224,282,0.354,945,2,1967,1980,0,0,1,0,-0.7355442,-0.775638,-0.5802377,-0.6252789,-1.9526408,0.18537349,1.3270097,-0.32531726,-0.9804942,-1.3136454,-4.187,-9.227868759155275,9.825277957631813e-05
Joni Pitkanen,535,57,225,282,0.527,484,2,2003,2014,0,0,0,0,2.5751958,-0.38757178,-0.800604,-0.4932597,-2.0022688,-0.13540486,1.3698165,-0.32531726,-1.0728905,-1.0546942,-4.187,-9.089194976806642,0.00011286616188234664
Jacques Laperriere,691,40,242,282,0.408,674,2,1962,1974,2,6,5,1,-0.753551,-0.29408374,-0.5760561,-0.35558343,-0.56083137,1.9714535,1.1070733,2.5924125,3.0858538,2.474726,-4.187,5.257964408874511,0.9948210699395166
Hilliard Graves,556,118,163,281,0.505,209,1,1970,1980,0,0,0,0,-0.0003672461,-0.3565117,-0.49742427,-0.39427534,-2.09833,-1.2331451,-0.6203059,-0.32531726,-1.184734,-1.0407517,-4.187,-11.937795364379884,6.538505712643402e-06
Uwe Krupp,729,69,212,281,0.385,660,2,1986,2003,0,1,1,0,-0.69841945,-0.6621356,-0.5342228,-0.60469764,-1.5083286,1.4784946,1.3698165,-0.32531726,-0.5945806,-1.2693979,-4.187,-6.837369167327881,0.0010717724404925094
Taylor Pyatt,859,140,140,280,0.326,430,1,2000,2014,0,0,0,0,0.15161325,0.238125,-0.67361057,-0.6989043,-1.9417483,-1.0304152,-0.6273039,-0.32531726,-1.1765093,-0.91604495,-4.187,-11.33872863006592,1.1902756656188039e-05
Eddie Wiseman,456,115,165,280,0.614,136,1,1932,1942,0,1,0,0,2.56841,-0.26635292,-0.44823065,-0.29316562,-1.5958782,-1.222343,-0.6203059,-0.3220244,-0.68157345,-1.0407517,-4.187,-10.677625381469728,2.305452636395394e-05
Edgar Laprade,500,108,172,280,0.56,42,1,1945,1955,1,0,4,1,2.48095,0.02332851,-0.48319212,0.119890384,-1.7907071,-1.466056,-0.62735534,1.6904402,-1.1794089,1.5586251,-4.187,-6.341435157775879,0.0017586736188979757
Carl Soderberg,552,103,177,280,0.507,192,1,2012,2021,0,0,0,0,-0.0003672461,-0.3565117,-0.55591094,-0.39427534,-2.09833,-1.2331451,-0.6203059,-0.32531726,-1.184734,-1.0407517,-4.187,-11.996282302856446,6.167059154272901e-06
Andrei Nikolishin,628,93,187,280,0.446,270,1,1994,2004,0,0,0,0,-0.5810169,-0.5267637,-0.5644737,-0.5070684,-1.9812287,-1.1243404,-0.6203059,-0.32531726,-1.184734,-1.0407517,-4.187,-12.061983787536622,5.774900319178966e-06
Jared Spurgeon,658,82,198,280,0.426,114,2,2010,2021,0,0,0,0,-0.5810169,-0.3487322,-0.7711737,-0.486672,-0.76996255,-1.2257159,1.3515241,-0.32531726,-1.0810312,-1.0546942,-4.187,-8.898775302886964,0.00013653741891950265
Darryl Sutter,406,161,118,279,0.687,288,1,1979,1987,0,0,0,0,2.5176816,0.27566347,-0.8135969,-0.5196777,1.979351,-0.8551745,-0.66040176,-0.28963754,-0.98576957,-0.8089213,-4.187,-6.865164958953858,0.0010424225233553112
Brandon Sutter,733,144,134,278,0.379,147,1,2008,2021,0,0,0,0,-0.49850518,0.21066636,-0.6505946,0.02361763,-1.6330096,-1.1621101,-0.6203059,-0.32531726,-1.103456,-0.91604495,-4.187,-10.363554679870607,3.1561067394624825e-05
Vaclav Nedomansky,421,122,156,278,0.66,88,1,1977,1983,0,0,0,1,3.1948905,2.3413656,-0.021420822,0.36592528,3.2020943,-0.7428867,-0.6203059,-0.28963754,-0.93315244,-0.8089213,-4.187,-1.6939396495819095,0.15525844020668111
Glen Sharpley,389,117,161,278,0.715,199,1,1976,1982,0,0,0,0,2.7346606,0.09475112,-0.53101414,0.34642887,0.6943679,-1.11822,-0.6576889,-0.28963754,-1.0017493,-0.9336279,-4.187,-7.583389722824097,0.0005085747120561675
Armand Guidolin,519,107,171,278,0.536,616,1,1942,1952,0,0,0,0,2.4653833,-0.4671872,-0.39047453,0.23873493,-1.9274884,0.8590247,-0.6273039,-0.32531726,-1.1765934,-1.2019181,-4.187,-9.20552321624756,0.00010047278189335397
Garnet Bailey,568,107,171,278,0.489,633,1,1968,1978,0,2,0,0,-0.025638312,-0.3919585,-0.3714688,0.13762514,-1.80253,0.96404356,-0.6273039,-0.32531726,0.32160127,-1.238879,-4.187,-7.521187269210816,0.0005411962385208654
Kevin Bieksa,808,63,215,278,0.344,1124,2,2005,2018,0,0,0,0,-0.6601149,-0.75897884,-0.55722183,-0.021552533,-1.9529135,0.35365015,1.3524585,-0.32531726,-0.9804942,-1.3684598,-4.187,-8.445829593658448,0.00021474820301747472
Bob Murdoch,757,60,218,278,0.3670000000000001,762,2,1970,1982,0,2,1,0,-0.65772355,-0.6037922,-0.4985179,0.028471077,-1.6126411,1.208371,1.3698165,-0.32531726,0.34890574,-1.3506063,-4.187,-5.6223103637695315,0.0036032462011043936
Larry Aurie,489,148,129,277,0.5660000000000001,289,1,1927,1939,0,2,0,0,2.4157176,0.22368762,-0.68311226,-0.047404014,-1.7188177,-0.9953966,-0.6203059,-0.32531726,0.20530806,-0.9530058,-4.187,-9.101364337921144,0.00011150112858615049
Mud Bruneteau,411,139,138,277,0.674,80,1,1935,1946,0,3,0,0,2.3324022,0.6182251,-1.2208058,-0.1649452,2.017902,-0.92980546,-0.54293466,-0.28963754,2.4518101,-0.803402,-4.187,-3.0505935783386233,0.04519185392931541
Carl Liscombe,373,137,140,277,0.743,117,1,1937,1946,0,1,0,0,2.573884,0.6546303,-0.7738455,0.012865802,-0.52211845,-1.0869542,-0.6576889,-0.28963754,-0.77697915,-0.8089213,-4.187,-8.435649120330812,0.00021694513098550208
Stephan Lebeau,373,118,159,277,0.743,105,1,1988,1995,0,1,0,0,2.7146184,-0.009287577,-0.50325906,0.025026819,-0.53567415,-1.1446933,-0.6576889,-0.28963754,-0.7468694,-0.9336279,-4.187,-8.982711040496827,0.00012554621821023556
Kevin Hayes,455,117,160,277,0.609,134,1,2014,2021,0,0,0,0,2.5995169,-0.41259685,-0.45296988,0.058414377,-1.7016567,-1.1825737,-0.6203059,-0.3220244,-1.1357752,-1.0407517,-4.187,-10.997239791870118,1.674758415588767e-05
Michael Grabner,640,175,101,276,0.431,110,1,2009,2020,0,0,0,0,-0.5159325,-1.19397,-0.6014388,-0.044498965,-0.5271869,-1.216221,-0.6305112,-0.3050493,-1.1687542,-0.921912,-4.187,-10.79654236984253,2.0469740411312868e-05
Doug Wickenheiser,556,111,165,276,0.496,286,1,1980,1990,0,0,0,0,0.06543065,-0.4438538,-0.47440836,-0.13635272,-2.118927,-1.0542036,-0.6203059,-0.32531726,-1.184734,-1.0407517,-4.187,-11.58585425567627,9.296583858740181e-06
Rob DiMaio,894,106,170,276,0.309,840,1,1988,2007,0,0,0,0,0.47906348,-0.6265261,-0.27377525,-0.16428365,-2.1963983,1.1744035,-0.61138415,-0.32531726,-1.1490027,-1.3545173,-4.187,-9.713801109313966,6.043987123561653e-05
Justin Faulk,632,92,184,276,0.4370000000000001,299,2,2011,2021,0,0,3,0,-0.52492326,-0.21461987,-0.8025361,-0.26599416,-1.9188626,-1.1522747,1.3698301,-0.34319684,-1.1277018,0.2969164,-4.187,-8.345439159393312,0.00023742076567862729
Earl Seibert,645,89,187,276,0.428,746,2,1931,1946,0,2,0,1,-0.6751509,-0.48228088,-0.44936207,-0.1508989,-0.55730206,1.208371,1.3698165,-0.32531726,0.4288149,-1.4054208,-4.187,-4.550579511642456,0.010450711515130792
Curtis Glencross,507,134,141,275,0.542,351,1,2006,2015,0,0,0,0,2.472433,1.5254666,-0.6898276,-0.035242945,-2.0696566,-0.3613473,-0.6203059,-0.32531726,-1.1149143,-0.91604495,-4.187,-8.794190132141114,0.0001515883807212113
