Player,GP,G,A,TP,PPG,PIM,POS,firstYear,lastYear,Awards,Cups,All-Star Games,HoF
Valeri Bure,621,174,226,400,0.644,221,1,1994,2006,0,0,1,0
Mike McPhee,744,200,199,399,0.536,661,1,1983,1994,0,1,1,0
Tom McCarthy,461,178,221,399,0.866,330,1,1979,1988,0,0,1,0
Jim Lorentz,659,161,238,399,0.605,208,1,1968,1978,0,1,0,0
Adrian Aucoin,1108,121,278,399,0.36,796,2,1994,2013,0,0,1,0
Petr Svoboda,1028,58,341,399,0.388,1605,2,1984,2001,0,1,1,0
Eric Daze,601,226,172,398,0.662,176,1,1994,2006,0,0,1,0
Anders Hedberg,465,172,226,398,0.856,144,1,1978,1985,0,0,1,0
Matt Cooke,1046,167,231,398,0.38,1135,1,1998,2015,0,1,0,0
George Ferguson,797,160,238,398,0.499,431,1,1972,1984,0,0,0,0
Steve Chiasson,751,93,305,398,0.53,1107,2,1986,1999,0,0,1,0
Alexander Frolov,579,175,222,397,0.6859999999999999,218,1,2002,2011,0,0,0,0
Scott Walker,829,151,246,397,0.479,1162,1,1994,2010,0,0,0,0
Steve Konowalchuk,790,171,225,396,0.501,703,1,1991,2006,0,0,0,0
Maxim Afinogenov,651,158,237,395,0.607,486,1,1999,2010,0,0,0,0
Errol Thompson,599,208,185,393,0.6559999999999999,184,1,1970,1981,0,0,0,0
R.J. Umberger,779,180,212,392,0.503,312,1,2005,2016,0,0,0,0
Dennis Ververgaert,583,176,216,392,0.672,247,1,1973,1981,0,0,2,0
Lowell MacDonald,506,180,210,390,0.7709999999999999,92,1,1961,1978,0,0,2,0
Dave Manson,1103,102,288,390,0.354,2792,2,1986,2002,0,0,2,0
Jarret Stoll,872,144,244,388,0.445,618,1,2002,2016,0,2,0,0
Eric Weinrich,1157,70,318,388,0.335,825,2,1988,2006,0,0,0,0
Mark Parrish,722,215,172,387,0.536,246,1,1998,2011,0,0,1,0
Ric Seiling,738,179,208,387,0.524,573,1,1977,1987,0,0,0,0
Daniel Cleary,938,165,222,387,0.413,492,1,1997,2015,0,1,0,0
Bill Hay,506,113,273,386,0.763,244,1,1959,1967,1,1,2,0
Pavel Kubina,970,110,276,386,0.398,1123,2,1997,2012,0,1,1,0
Mark Hunter,628,213,171,384,0.611,1426,1,1981,1993,0,1,1,0
Bob Probert,935,163,221,384,0.411,3300,1,1985,2002,0,0,1,0
Sergei Makarov,424,134,250,384,0.906,317,1,1989,1997,1,0,0,1
Zarley Zalapski,637,99,285,384,0.603,684,2,1987,2000,0,0,1,0
Jeff Norton,799,52,332,384,0.481,615,2,1987,2002,0,0,0,0
Jean-Guy Gendron,863,182,201,383,0.444,701,1,1955,1972,0,0,0,0
Mike Grier,1060,162,221,383,0.361,510,1,1996,2011,0,0,0,0
Bob Errey,895,170,212,382,0.4270000000000001,1005,1,1983,1998,0,2,0,0
Steven Reinprecht,663,140,242,382,0.5760000000000001,186,1,1999,2011,0,1,0,0
Martin Lapointe,991,181,200,381,0.384,1417,1,1991,2008,0,2,0,0
Todd White,653,141,240,381,0.583,228,1,1997,2011,0,0,0,0
Andrei Kovalenko,620,173,206,379,0.611,389,1,1992,2001,0,0,0,0
Orest Kindrachuk,507,118,261,379,0.748,648,1,1972,1982,0,2,0,0
Richard Zednik,745,199,179,378,0.507,563,1,1995,2009,0,0,0,0
Greg Gilbert,837,147,228,378,0.452,576,1,1981,1996,0,3,0,0
German Titov,624,157,220,377,0.604,311,1,1993,2002,0,0,0,0
Bob Kelly,837,154,208,377,0.45,1454,1,1970,1982,0,2,0,0
Mike Johnson,661,129,246,375,0.5670000000000001,315,1,1996,2008,0,0,0,0
Steve Smith,804,72,303,375,0.466,2139,2,1984,2001,0,3,1,0
Doug Brown,854,160,214,374,0.438,210,1,1986,2001,0,2,0,0
Adam Deadmarsh,567,184,189,373,0.6579999999999999,819,1,1994,2003,0,1,0,0
Jeff Halpern,976,152,221,373,0.382,641,1,1999,2014,0,0,0,0
Greg Paslawski,650,187,185,372,0.5720000000000001,169,1,1983,1994,0,0,0,0
Dean Evason,803,139,233,372,0.463,1000,1,1983,1996,0,0,0,0
Tony Hrkac,758,132,239,371,0.489,173,1,1986,2003,0,1,0,0
Ryan Malone,647,179,191,370,0.5720000000000001,693,1,2003,2015,0,0,0,0
Juha Widing,575,144,226,370,0.643,208,1,1969,1977,0,0,0,0
Moe Mantha,656,81,289,370,0.564,501,2,1980,1992,0,0,0,0
Dave Reid,961,165,204,369,0.384,253,1,1983,2001,0,2,0,0
Greg Johnson,785,145,224,369,0.47,345,1,1993,2007,0,0,0,0
Stefan Persson,622,52,317,369,0.593,574,2,1977,1986,0,4,0,0
Brad Maxwell,612,98,270,368,0.601,1292,2,1977,1987,0,0,1,0
Jim Neilson,1023,69,299,368,0.36,904,2,1962,1978,0,0,2,0
Mark Hardy,915,62,306,368,0.402,1293,2,1979,1994,0,0,0,0
Gary Bergman,838,68,299,367,0.438,1249,2,1964,1976,0,0,1,0
Jorgen Pettersson,435,174,192,366,0.841,117,1,1980,1986,0,0,0,0
Ruslan Fedotenko,863,173,193,366,0.424,472,1,2000,2013,0,2,0,0
Grant Ledyard,1028,90,276,366,0.35600000000000004,766,2,1984,2002,0,0,0,0
Mike Comrie,589,168,197,365,0.62,443,1,2000,2011,0,0,0,0
Kris Draper,1157,161,203,364,0.315,790,1,1990,2011,0,4,0,0
Randy McKay,932,162,201,363,0.389,1731,1,1988,2003,0,2,0,0
Jean-Claude Tremblay,794,57,306,363,0.457,204,2,1959,1972,0,5,7,0
Paul Ranheim,1013,161,199,360,0.355,288,1,1988,2003,0,0,0,0
Brian Savage,674,192,167,359,0.5329999999999999,321,1,1993,2006,0,0,0,0
Tim Ecclestone,692,126,233,359,0.519,344,1,1967,1978,0,0,1,0
Marty McSorley,961,108,251,359,0.374,3381,2,1983,2000,0,2,0,0
Eric Belanger,820,138,220,358,0.4370000000000001,361,1,2000,2013,0,0,0,0
Behn Wilson,601,98,260,358,0.596,1480,2,1978,1988,0,0,1,0
John Van Boxmeer,588,84,274,358,0.609,465,2,1973,1984,0,1,0,0
Jamie Macoun,1128,76,282,358,0.317,1210,2,1982,1999,0,2,0,0
Gary Sabourin,627,169,188,357,0.569,397,1,1967,1977,0,0,2,0
Ray Neufeld,595,157,200,357,0.6,816,1,1979,1990,0,0,0,0
Bill Clement,719,148,208,356,0.495,383,1,1971,1982,0,2,2,0
Pierre-Marc Bouchard,593,110,246,356,0.6,190,1,2002,2014,0,0,0,0
Barry Beck,615,104,251,355,0.5770000000000001,1016,2,1977,1990,0,0,2,0
Risto Siltanen,562,90,265,355,0.632,266,2,1979,1987,0,0,0,0
Todd Gill,1007,82,272,354,0.35200000000000004,1214,2,1984,2003,0,0,0,0
Ted Hampson,676,108,245,353,0.522,94,1,1959,1972,0,0,1,0
Tim Higgins,706,154,198,352,0.499,719,1,1978,1989,0,0,0,0
Perry Turnbull,608,188,163,351,0.5770000000000001,1245,1,1979,1988,0,0,0,0
Dave Lowry,1084,164,187,351,0.324,1191,1,1985,2004,0,0,0,0
Niklas Sundstrom,750,117,232,349,0.465,256,1,1995,2006,0,0,0,0
John Madden,898,165,183,348,0.388,219,1,1998,2012,0,3,0,0
Jacques Richard,556,160,187,347,0.624,307,1,1972,1983,0,0,0,0
Mike Corrigan,594,151,196,347,0.584,698,1,1967,1978,0,0,0,0
Ted Donato,796,150,197,347,0.436,396,1,1991,2004,0,0,0,0
Mikael Samuelsson,699,149,197,346,0.495,370,1,2000,2014,0,1,0,0
Tuomo Ruutu,735,146,200,346,0.471,596,1,2003,2016,0,0,0,0
Stan Weir,642,139,207,346,0.539,183,1,1972,1983,0,0,0,0
Igor Korolyov,795,119,227,346,0.435,330,1,1992,2004,0,0,0,0
Vladimir Malakhov,712,86,260,346,0.486,697,2,1992,2006,0,1,0,0
Sergio Momesso,710,152,193,345,0.486,1557,1,1983,1997,0,0,0,0
Sergei Nemchinov,761,152,193,345,0.453,251,1,1991,2002,0,2,0,0
Billy Harris,769,126,219,345,0.449,205,1,1955,1969,0,3,4,0
Marcel Pronovost,1206,88,257,345,0.28600000000000003,851,2,1949,1970,0,5,11,1
Jaroslav Spacek,880,82,263,345,0.392,628,2,1998,2012,0,0,0,0
Mike Ramsey,1070,79,266,345,0.322,1012,2,1979,1997,0,0,4,0
Real Cloutier,317,146,198,344,1.085,119,1,1979,1985,0,0,1,0
Reijo Ruotsalainen,446,107,237,344,0.7709999999999999,180,2,1981,1990,0,2,1,0
Tomas Jonsson,552,85,259,344,0.623,482,2,1981,1989,0,2,0,0
Greg Polis,615,174,169,343,0.5579999999999999,391,1,1970,1980,0,0,3,0
Trent Klatt,782,143,200,343,0.439,307,1,1991,2004,0,0,0,0
Brian Skrudland,881,124,219,343,0.389,1107,1,1985,2000,0,2,0,0
Mattias Ohlund,909,93,250,343,0.377,885,2,1997,2016,0,0,1,0
Doug Lidster,897,75,268,343,0.382,679,2,1983,1999,0,1,0,0
Pat Elynuik,506,154,188,342,0.6759999999999999,449,1,1987,1996,0,0,0,0
Duane Sutter,731,139,203,342,0.468,1333,1,1979,1990,0,4,0,0
Keith Brown,876,68,274,342,0.39,916,2,1979,1995,0,0,0,0
Craig Laughlin,549,136,205,341,0.621,364,1,1981,1989,0,0,0,0
Bob Berry,541,159,181,340,0.628,344,1,1968,1977,0,0,2,0
Christian Ehrhoff,789,74,266,340,0.431,517,2,2003,2016,0,0,0,0
Sami Salo,878,99,240,339,0.386,286,2,1998,2014,0,0,0,0
Scott Arniel,730,149,189,338,0.463,599,1,1981,1992,0,0,0,0
Robert Kron,771,144,194,338,0.438,119,1,1990,2002,0,0,0,0
Pat Stapleton,635,43,294,337,0.531,353,2,1961,1973,0,0,4,0
Steve Heinze,694,178,158,336,0.484,379,1,1991,2003,0,0,0,0
Paul Ysebaert,532,149,187,336,0.632,217,1,1988,1999,0,0,0,0
Ian Laperriere,1082,121,215,336,0.311,1949,1,1993,2012,0,0,0,0
Dale Tallon,642,98,238,336,0.523,568,2,1970,1980,0,0,2,0
Kevin Miller,620,150,185,335,0.54,429,1,1988,2004,0,0,0,0
Tomas Fleischmann,657,137,198,335,0.51,200,1,2005,2016,0,0,0,0
Brad Stuart,1056,80,255,335,0.317,565,2,1999,2016,0,1,0,0
Robert Svehla,655,68,267,335,0.511,649,2,1994,2003,0,0,1,0
Randy Wood,741,175,159,334,0.451,603,1,1986,1997,0,0,0,0
Curt Bennett,580,152,182,334,0.5760000000000001,347,1,1970,1980,0,0,2,0
Bobby Lalonde,641,124,210,334,0.521,298,1,1971,1982,0,0,0,0
Chris Higgins,711,165,168,333,0.468,220,1,2003,2016,0,0,0,0
Filip Kuba,836,70,263,333,0.398,361,2,1998,2013,0,0,1,0
Simon Nolet,562,150,182,332,0.591,187,1,1967,1977,0,1,2,0
Dave Barr,614,128,204,332,0.541,520,1,1981,1994,0,0,0,0
Orland Kurtenbach,639,119,213,332,0.52,628,1,1960,1974,0,0,0,0
Ulf Samuelsson,1080,57,275,332,0.307,2453,2,1984,2000,0,2,0,0
Steve Bozek,641,164,167,331,0.516,309,1,1981,1992,0,0,0,0
Ted Irvine,724,154,177,331,0.457,657,1,1963,1977,0,0,0,0
Derian Hatcher,1045,79,252,331,0.317,1581,2,1991,2009,0,1,1,0
Rod Seiling,979,62,269,331,0.338,601,2,1962,1979,0,0,1,0
Gilles Tremblay,509,168,162,330,0.648,161,1,1960,1969,0,4,2,0
Miroslav Frycer,415,147,183,330,0.795,486,1,1981,1989,0,0,1,0
Tom Fitzgerald,1097,139,190,329,0.3,776,1,1988,2006,0,0,0,0
Mark Pavelich,355,137,192,329,0.927,340,1,1981,1992,0,0,0,0
Todd Elik,448,111,218,329,0.7340000000000001,453,1,1989,1997,0,0,0,0
Jim McKenny,604,82,247,329,0.545,294,2,1965,1979,0,0,1,0
Rod Langway,994,51,278,329,0.331,851,2,1978,1993,2,1,6,1
Ken Houston,570,161,167,328,0.575,624,1,1975,1984,0,0,0,0
Doug Sulliman,631,160,168,328,0.52,175,1,1979,1990,0,0,0,0
Ron Flockhart,453,145,183,328,0.7240000000000001,208,1,1980,1989,0,0,0,0
Michel Petit,827,90,238,328,0.397,1839,2,1982,1998,0,0,0,0
Alexandre Daigle,616,129,198,327,0.531,186,1,1993,2006,0,0,0,0
Tom Poti,824,69,258,327,0.397,586,2,1998,2013,0,0,1,0
Bronco Horvath,434,141,185,326,0.7509999999999999,319,1,1955,1968,0,0,2,0
Ron Wilson,832,110,216,326,0.392,415,1,1979,1994,0,0,0,0
Doug Shedden,416,139,186,325,0.7809999999999999,176,1,1981,1991,0,0,0,0
Ken Schinkel,636,127,198,325,0.511,163,1,1959,1973,0,0,2,0
Bob Dailey,561,94,231,325,0.579,814,2,1973,1982,0,0,2,0
Willy Lindstrom,582,161,162,323,0.555,200,1,1979,1987,0,2,0,0
Paul Holmgren,527,144,179,323,0.613,1684,1,1975,1985,0,0,1,0
Parker MacDonald,676,144,179,323,0.478,253,1,1952,1969,0,0,0,0
Alexei Ponikarovsky,678,139,184,323,0.476,419,1,2000,2013,0,0,0,0
Dave Hunter,746,133,190,323,0.433,918,1,1979,1989,0,3,0,0
Gord Murphy,862,85,238,323,0.375,668,2,1988,2002,0,0,0,0
Bryan Berard,619,76,247,323,0.522,500,2,1996,2008,1,0,0,0
Pat Falloon,575,143,179,322,0.56,141,1,1991,2000,0,0,0,0
Mike York,579,127,195,322,0.556,135,1,1999,2009,0,0,1,0
Leo Boivin,1150,72,250,322,0.28,1192,2,1951,1970,0,0,3,1
William Huber,655,104,217,321,0.49,950,2,1978,1988,0,0,1,0
Gilles Marotte,808,56,265,321,0.397,919,2,1965,1977,0,0,1,0
Dennis Kearns,677,31,290,321,0.474,386,2,1971,1981,0,0,0,0
Jimmy Roberts,1006,126,194,320,0.318,621,2,1963,1978,0,5,0,0
Gary Croteau,684,144,175,319,0.466,143,1,1968,1980,0,0,0,0
Janne Niinimaa,741,54,265,319,0.43,733,2,1996,2007,0,0,1,0
David Vyborny,543,113,204,317,0.584,228,1,2000,2008,0,0,0,0
Oleg Tverdovsky,713,77,240,317,0.445,291,2,1994,2007,0,2,1,0
Dave Maloney,657,71,246,317,0.482,1154,2,1974,1985,0,0,0,0
Larry Patey,717,153,163,316,0.441,631,1,1973,1985,0,0,0,0
Stephane Matteau,848,144,172,316,0.373,742,1,1990,2003,0,1,0,0
Andre St-Laurent,644,129,187,316,0.491,749,1,1973,1984,0,0,0,0
Rich Sutter,874,149,166,315,0.36,1411,1,1982,1995,0,0,0,0
Jason Woolley,718,68,246,314,0.4370000000000001,430,2,1991,2006,0,0,0,0
John Chabot,508,84,228,312,0.614,85,1,1983,1991,0,0,0,0
Bill Collins,768,157,154,311,0.405,415,1,1967,1978,0,0,0,0
Rob Zamuner,798,139,172,311,0.39,467,1,1991,2004,0,0,0,0
Ladislav Nagy,435,115,196,311,0.715,358,1,1999,2008,0,0,0,0
Johan Garpenlov,609,114,197,311,0.511,278,1,1990,2000,0,0,0,0
Steve Tambellini,553,160,150,310,0.561,105,1,1978,1988,0,1,0,0
Dustin Penner,589,151,159,310,0.526,354,1,2005,2014,0,2,0,0
Joe Corvo,708,92,218,310,0.438,241,2,2002,2014,0,0,0,0
Rick Meagher,691,144,165,309,0.447,383,1,1979,1991,0,0,0,0
Kelly Buchberger,1182,105,204,309,0.261,2297,1,1986,2004,0,2,0,0
Sergei Brylin,765,129,179,308,0.403,273,1,1994,2008,0,3,0,0
Adam Foote,1154,66,242,308,0.267,1534,2,1991,2011,0,2,0,0
Wayne Connelly,543,133,174,307,0.565,156,1,1960,1972,0,0,0,0
Floyd Smith,616,129,178,307,0.498,207,1,1954,1972,0,0,0,0
Jocelyn Guevremont,571,84,223,307,0.5379999999999999,319,2,1971,1980,0,0,1,0
Boris Mironov,716,76,231,307,0.429,891,2,1993,2004,0,0,0,0
Dallas Smith,890,55,252,307,0.345,959,2,1959,1978,0,2,4,0
Jonathan Cheechoo,501,170,135,305,0.609,324,1,2002,2010,1,0,1,0
Chris Simon,782,144,161,305,0.39,1824,1,1992,2008,0,1,0,0
Brent Gilchrist,792,135,170,305,0.385,400,1,1988,2003,0,1,0,0
Claude Lapointe,879,127,178,305,0.34700000000000003,721,1,1990,2004,0,0,0,0
Dave Hannan,841,114,191,305,0.363,942,1,1981,1997,0,2,0,0
Bob Gould,697,145,159,304,0.436,572,1,1979,1990,0,0,0,0
Charlie Burns,749,106,198,304,0.406,252,1,1958,1973,0,0,0,0
John Ferguson,500,145,158,303,0.606,1214,1,1963,1971,0,5,2,0
Wayne Presley,684,155,147,302,0.442,953,1,1984,1996,0,0,0,0
Niklas Hagman,770,147,154,301,0.391,220,1,2001,2012,0,0,0,0
Andrew McBain,608,129,172,301,0.495,633,1,1983,1994,0,0,0,0
Curtis Brown,736,129,171,300,0.408,398,1,1994,2008,0,0,0,0
Matthew Barnaby,834,113,187,300,0.36,2562,1,1992,2007,0,0,0,0
Sheldon Souray,758,109,191,300,0.396,1145,2,1997,2015,0,0,3,0
Lindy Ruff,691,105,195,300,0.434,1264,2,1979,1991,0,0,0,0
Philippe Boucher,748,94,206,300,0.401,702,2,1992,2009,0,1,1,0
Sean Hill,876,62,236,298,0.34,1008,2,1990,2008,0,1,0,0
Pierre Plante,599,125,172,297,0.496,599,1,1971,1980,0,0,0,0
Jan Hrdina,513,101,196,297,0.579,341,1,1998,2006,0,0,0,0
Brian Benning,568,63,233,296,0.521,963,2,1984,1995,0,0,0,0
Manny Malhotra,991,116,179,295,0.298,451,1,1998,2015,0,0,0,0
Marian Stastny,322,121,173,294,0.913,110,1,1981,1986,0,0,1,0
Valeri Zelepukin,595,117,177,294,0.494,527,1,1991,2001,0,1,0,0
Kyle Calder,590,114,180,294,0.498,309,1,1999,2010,0,0,0,0
Bret Hedican,1039,55,239,294,0.28300000000000003,893,2,1991,2009,0,1,0,0
Alain Cote,696,103,190,293,0.421,383,1,1979,1989,0,0,0,0
Doug Halward,653,69,224,293,0.449,774,2,1975,1989,0,0,0,0
Chuck Lefley,407,128,164,292,0.7170000000000001,137,1,1970,1981,0,2,0,0
Rich Preston,580,127,164,291,0.502,348,1,1979,1987,0,0,0,0
Lou Angotti,653,103,186,289,0.443,228,1,1964,1974,0,0,0,0
Darren McCarty,758,127,161,288,0.38,1477,1,1993,2009,0,4,0,0
Brad May,1041,127,161,288,0.277,2248,1,1991,2010,0,1,0,0
Bob Sweeney,639,125,163,288,0.451,799,1,1986,1996,0,0,0,0
Chris Phillips,1179,71,217,288,0.244,756,2,1997,2016,0,0,0,0
Greg Smith,829,56,232,288,0.34700000000000003,1110,1,1975,1988,0,0,0,0
Ethan Moreau,928,147,140,287,0.309,1110,1,1995,2012,0,0,0,0
Per-Johan Axelsson,797,103,184,287,0.36,276,1,1997,2009,0,0,0,0
Jean Potvin,613,63,224,287,0.468,478,2,1970,1981,0,2,0,0
Sergei Berezin,502,160,126,286,0.57,54,1,1996,2003,0,0,0,0
Chris Oddleifson,524,95,191,286,0.546,464,1,1972,1981,0,0,0,0
Rick Lanz,569,65,221,286,0.503,448,2,1980,1992,0,0,0,0
Scott Thornton,941,144,141,285,0.303,1459,1,1990,2008,0,0,0,0
Stew Gavin,768,130,155,285,0.371,584,1,1980,1993,0,0,0,0
Garry Monahan,748,116,169,285,0.381,484,1,1967,1979,0,0,0,0
Norm Maciver,500,55,230,285,0.57,350,2,1986,1998,0,0,0,0
Jean-Guy Talbot,1056,43,242,285,0.27,1006,2,1954,1971,0,7,7,0
Grant Mulvey,586,149,135,284,0.485,816,1,1974,1984,0,0,0,0
Ales Kotalik,542,136,148,284,0.524,348,1,2001,2011,0,0,0,0
Kim Johnsson,739,67,217,284,0.384,406,2,1999,2010,0,0,0,0
Stephen Leach,702,130,153,283,0.403,976,1,1985,2000,0,0,0,0
Mike Zuke,455,86,196,282,0.62,220,1,1978,1986,0,0,0,0
Barry Gibbs,796,58,224,282,0.354,945,2,1967,1980,0,0,1,0
Joni Pitkanen,535,57,225,282,0.527,484,2,2003,2014,0,0,0,0
Jacques Laperriere,691,40,242,282,0.408,674,2,1962,1974,2,6,5,1
Hilliard Graves,556,118,163,281,0.505,209,1,1970,1980,0,0,0,0
Uwe Krupp,729,69,212,281,0.385,660,2,1986,2003,0,1,1,0
Taylor Pyatt,859,140,140,280,0.326,430,1,2000,2014,0,0,0,0
Andrei Nikolishin,628,93,187,280,0.446,270,1,1994,2004,0,0,0,0
Darryl Sutter,406,161,118,279,0.687,288,1,1979,1987,0,0,0,0
Vaclav Nedomansky,421,122,156,278,0.66,88,1,1977,1983,0,0,0,1
Glen Sharpley,389,117,161,278,0.715,199,1,1976,1982,0,0,0,0
Garnet Bailey,568,107,171,278,0.489,633,1,1968,1978,0,2,0,0
Bob Murdoch,757,60,218,278,0.3670000000000001,762,2,1970,1982,0,2,1,0
Stephan Lebeau,373,118,159,277,0.743,105,1,1988,1995,0,1,0,0
Doug Wickenheiser,556,111,165,276,0.496,286,1,1980,1990,0,0,0,0
Rob DiMaio,894,106,170,276,0.309,840,1,1988,2007,0,0,0,0
Curtis Glencross,507,134,141,275,0.542,351,1,2006,2015,0,0,0,0
Brian Noonan,629,116,159,275,0.4370000000000001,517,1,1987,1999,0,1,0,0
John Marks,657,112,163,275,0.419,330,2,1972,1982,0,0,1,0
Joe Cirella,828,64,211,275,0.332,1448,2,1981,1996,0,0,1,0
Gilles Hamel,519,127,147,274,0.528,276,1,1980,1989,0,0,0,0
Dwight Foster,541,111,163,274,0.506,420,1,1977,1987,0,0,0,0
Igor Kravchuk,699,64,210,274,0.392,251,2,1991,2003,0,0,1,0
James Wisniewski,552,53,221,274,0.496,459,2,2005,2016,0,0,0,0
Gino Cavallini,593,114,159,273,0.46,507,1,1984,1993,0,0,0,0
Don Sweeney,1115,52,221,273,0.245,681,2,1988,2004,0,0,0,0
Ernie Hicke,520,132,140,272,0.523,407,1,1970,1978,0,0,0,0
Eric Brewer,1009,77,194,271,0.269,792,2,1998,2015,0,0,1,0
Tom Bladon,610,73,197,270,0.443,392,2,1972,1981,0,2,2,0
John Gould,504,131,138,269,0.534,113,1,1971,1980,0,0,0,0
Dave Scatchard,659,128,141,269,0.408,1040,1,1997,2011,0,0,0,0
Shaun Van Allen,794,84,185,269,0.339,481,1,1990,2004,0,0,0,0
Leon Rochefort,617,121,147,268,0.434,93,1,1960,1976,0,2,1,0
Garry Howatt,720,112,156,268,0.3720000000000001,1836,1,1972,1984,0,2,0,0
Mike Allison,499,102,166,268,0.537,630,1,1980,1990,0,0,0,0
Peter Ihnacak,417,102,165,267,0.64,175,1,1982,1990,0,0,0,0
Wojtek Wolski,451,99,168,267,0.5920000000000001,113,1,2005,2013,0,0,0,0
Kenny Jonsson,686,63,204,267,0.389,298,2,1994,2004,0,0,0,0
Brian Lawton,483,112,154,266,0.551,401,1,1983,1993,0,0,0,0
Marty Reasoner,798,97,169,266,0.333,379,1,1998,2013,0,0,0,0
Mikko Makela,423,118,147,265,0.626,139,1,1985,1995,0,0,0,0
Stephane Yelle,991,96,169,265,0.267,490,1,1995,2010,0,2,0,0
Bill White,604,50,215,265,0.439,495,2,1967,1976,0,0,6,0
Mikael Andersson,761,95,169,264,0.34700000000000003,144,1,1985,2000,0,0,0,0
Jay Wells,1098,47,216,263,0.24,2359,2,1979,1997,0,1,0,0
Rick Green,845,43,220,263,0.311,588,2,1976,1992,0,1,0,0
Eddie Joyal,466,128,134,262,0.562,103,1,1962,1972,0,0,0,0
Josef Beranek,531,118,144,262,0.493,398,1,1991,2001,0,0,0,0
Jonas Hoglund,545,117,145,262,0.481,112,1,1996,2003,0,0,0,0
Matthew Lombardi,536,101,161,262,0.489,293,1,2003,2013,0,0,0,0
Benoit Brunet,539,101,161,262,0.486,229,1,1988,2002,0,1,0,0
Dave Tippett,721,93,169,262,0.363,317,1,1983,1994,0,0,0,0
Jody Hull,831,124,137,261,0.314,156,1,1988,2004,0,0,0,0
Nikolai Zherdev,421,115,146,261,0.62,225,1,2003,2011,0,0,0,0
Peter Schaefer,572,99,162,261,0.456,200,1,1998,2011,0,0,0,0
Pat Price,726,43,218,261,0.36,1456,2,1975,1988,0,0,0,0
Raffi Torres,635,137,123,260,0.409,497,1,2001,2015,0,0,0,0
Kirk Maltby,1072,128,132,260,0.243,867,1,1993,2010,0,4,0,0
Wes Walz,607,109,151,260,0.428,343,1,1989,2008,0,0,0,0
"Bryan Hextall, Jr.",549,99,161,260,0.474,738,1,1962,1976,0,0,0,0
Dmitri Mironov,556,54,206,260,0.468,568,2,1991,2001,0,1,1,0
Ryan Whitney,481,50,209,259,0.5379999999999999,383,2,2005,2014,0,0,0,0
Pat Hughes,573,130,128,258,0.45,646,1,1977,1987,0,3,0,0
Ed Johnstone,426,122,136,258,0.606,375,1,1975,1987,0,0,1,0
Keith Jones,491,117,141,258,0.525,765,1,1992,2001,0,0,0,0
Paul MacDermid,690,116,142,258,0.374,1303,1,1981,1995,0,0,0,0
Sergejs Zoltoks,588,111,147,258,0.439,166,1,1992,2004,0,0,0,0
Dean Talafous,497,104,154,258,0.519,163,1,1974,1982,0,0,0,0
Dave Lumley,437,98,160,258,0.59,680,1,1978,1987,0,2,0,0
Kevin McCarthy,537,67,191,258,0.48,527,2,1977,1987,0,0,1,0
Mike Hough,707,100,156,256,0.362,675,1,1984,1999,0,0,0,0
Garry Valk,777,100,156,256,0.329,747,1,1990,2003,0,0,0,0
Randy Robitaille,531,84,172,256,0.482,201,1,1996,2008,0,0,0,0
Randy Manery,582,50,206,256,0.44,415,2,1970,1980,0,0,1,0
Terry Harper,1066,35,221,256,0.24,1362,2,1962,1981,0,5,4,0
Jim Schoenfeld,719,51,204,255,0.355,1132,2,1972,1985,0,0,2,0
Tommy Albelin,956,44,211,255,0.267,417,2,1987,2006,0,2,0,0
Dan Daoust,522,87,167,254,0.487,544,1,1982,1990,0,0,0,0
Ted Green,620,48,206,254,0.41,1029,2,1960,1972,0,2,2,0
Don Saleski,543,128,125,253,0.466,629,1,1971,1980,0,2,0,0
Tommy Williams,397,115,138,253,0.637,73,1,1971,1979,0,0,0,0
Doug Smith,535,115,138,253,0.473,624,1,1981,1990,0,0,0,0
Paul Mara,734,64,189,253,0.345,776,2,1998,2011,0,0,0,0
Lyle Odelein,1056,50,202,252,0.239,2316,2,1989,2006,0,1,0,0
Andreas Dackell,613,91,159,250,0.408,162,1,1996,2004,0,0,0,0
Darrin Shannon,506,87,163,250,0.494,344,1,1988,1998,0,0,0,0
Bill Houlder,846,59,191,250,0.29600000000000004,412,2,1987,2003,0,0,0,0
Jean-Jacques Daigneault,898,53,197,250,0.278,667,2,1984,2001,0,1,0,0
Jaroslav Modry,725,49,201,250,0.345,510,2,1993,2008,0,0,1,0
David Volek,396,95,154,249,0.629,201,1,1988,1994,0,0,0,0
Jiri Slegr,622,56,193,249,0.4,838,2,1992,2006,0,1,0,0
Derek Plante,450,96,152,248,0.551,140,1,1993,2001,0,1,0,0
Sean Avery,580,90,157,247,0.426,1533,1,2001,2012,0,0,0,0
Peter John Lee,431,114,131,245,0.568,257,1,1977,1983,0,0,0,0
Tie Domi,1020,104,141,245,0.24,3515,1,1989,2006,0,0,0,0
Jan Bulis,552,96,149,245,0.444,268,1,1997,2007,0,0,0,0
Tyler Arnason,486,88,157,245,0.504,140,1,2001,2009,0,0,0,0
Darren Veitch,449,45,200,245,0.546,269,2,1980,1991,0,0,0,0
Andre Dupont,800,59,185,244,0.305,1986,2,1970,1983,0,2,1,0
Bill Hajt,854,42,202,244,0.28600000000000003,433,2,1973,1987,0,0,0,0
Keith McCreary,532,131,112,243,0.457,294,1,1961,1975,0,0,0,0
